#Predicted and verified water level from NOAA CO-OPS,,,
#Station NTKM3 (8449130) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
12/31/2016,7:30,0.758,0.836
12/31/2016,7:36,0.747,0.828
12/31/2016,7:42,0.735,0.824
12/31/2016,7:48,0.722,0.816
12/31/2016,7:54,0.709,0.81
12/31/2016,8:00,0.694,0.799
12/31/2016,8:06,0.68,0.788
12/31/2016,8:12,0.664,0.772
12/31/2016,8:18,0.649,0.758
12/31/2016,8:24,0.632,0.736
12/31/2016,8:30,0.616,0.713
12/31/2016,8:36,0.599,0.69
12/31/2016,8:42,0.581,0.66
12/31/2016,8:48,0.563,0.635
12/31/2016,8:54,0.545,0.613
12/31/2016,9:00,0.527,0.592
12/31/2016,9:06,0.508,0.573
12/31/2016,9:12,0.49,0.552
12/31/2016,9:18,0.471,0.531
12/31/2016,9:24,0.452,0.515
12/31/2016,9:30,0.433,0.498
12/31/2016,9:36,0.414,0.477
12/31/2016,9:42,0.396,0.454
12/31/2016,9:48,0.377,0.436
12/31/2016,9:54,0.359,0.415
12/31/2016,10:00,0.34,0.396
12/31/2016,10:06,0.323,0.379
12/31/2016,10:12,0.305,0.357
12/31/2016,10:18,0.288,0.339
12/31/2016,10:24,0.272,0.326
12/31/2016,10:30,0.257,0.312
12/31/2016,10:36,0.242,0.301
12/31/2016,10:42,0.228,0.289
12/31/2016,10:48,0.215,0.277
12/31/2016,10:54,0.203,0.263
12/31/2016,11:00,0.192,0.252
12/31/2016,11:06,0.182,0.242
12/31/2016,11:12,0.173,0.232
12/31/2016,11:18,0.166,0.225
12/31/2016,11:24,0.16,0.221
12/31/2016,11:30,0.155,0.213
12/31/2016,11:36,0.152,0.202
12/31/2016,11:42,0.15,0.203
12/31/2016,11:48,0.15,0.197
12/31/2016,11:54,0.151,0.191
12/31/2016,12:00,0.154,0.195
12/31/2016,12:06,0.158,0.203
12/31/2016,12:12,0.164,0.214
12/31/2016,12:18,0.171,0.224
12/31/2016,12:24,0.179,0.239
12/31/2016,12:30,0.189,0.258
12/31/2016,12:36,0.2,0.267
12/31/2016,12:42,0.212,0.287
12/31/2016,12:48,0.226,0.308
12/31/2016,12:54,0.24,0.318
12/31/2016,13:00,0.256,0.334
12/31/2016,13:06,0.272,0.344
12/31/2016,13:12,0.289,0.351
12/31/2016,13:18,0.307,0.372
12/31/2016,13:24,0.326,0.393
12/31/2016,13:30,0.344,0.413
12/31/2016,13:36,0.364,0.441
12/31/2016,13:42,0.383,0.467
12/31/2016,13:48,0.403,0.491
12/31/2016,13:54,0.423,0.514
12/31/2016,14:00,0.443,0.536
12/31/2016,14:06,0.463,0.554
12/31/2016,14:12,0.484,0.569
12/31/2016,14:18,0.503,0.588
12/31/2016,14:24,0.523,0.606
12/31/2016,14:30,0.543,0.63
12/31/2016,14:36,0.562,0.655
12/31/2016,14:42,0.582,0.675
12/31/2016,14:48,0.6,0.698
12/31/2016,14:54,0.619,0.723
12/31/2016,15:00,0.638,0.744
12/31/2016,15:06,0.656,0.769
12/31/2016,15:12,0.674,0.784
12/31/2016,15:18,0.691,0.797
12/31/2016,15:24,0.709,0.813
12/31/2016,15:30,0.726,0.826
12/31/2016,15:36,0.743,0.847
12/31/2016,15:42,0.76,0.868
12/31/2016,15:48,0.777,0.887
12/31/2016,15:54,0.793,0.904
12/31/2016,16:00,0.809,0.921
12/31/2016,16:06,0.826,0.936
12/31/2016,16:12,0.841,0.95
12/31/2016,16:18,0.857,0.971
12/31/2016,16:24,0.873,0.987
12/31/2016,16:30,0.888,1.003
12/31/2016,16:36,0.903,1.024
12/31/2016,16:42,0.918,1.042
12/31/2016,16:48,0.932,1.063
12/31/2016,16:54,0.946,1.08
12/31/2016,17:00,0.959,1.1
12/31/2016,17:06,0.972,1.119
12/31/2016,17:12,0.984,1.122
12/31/2016,17:18,0.996,1.13
12/31/2016,17:24,1.007,1.14
12/31/2016,17:30,1.017,1.149
12/31/2016,17:36,1.026,1.168
12/31/2016,17:42,1.035,1.171
12/31/2016,17:48,1.042,1.169
12/31/2016,17:54,1.049,1.175
12/31/2016,18:00,1.054,1.179
12/31/2016,18:06,1.058,1.183
12/31/2016,18:12,1.061,1.181
12/31/2016,18:18,1.063,1.181
12/31/2016,18:24,1.063,1.18
12/31/2016,18:30,1.062,1.175
12/31/2016,18:36,1.06,1.171
12/31/2016,18:42,1.057,1.17
12/31/2016,18:48,1.052,1.17
12/31/2016,18:54,1.046,1.161
12/31/2016,19:00,1.038,1.151
12/31/2016,19:06,1.03,1.137
12/31/2016,19:12,1.02,1.124
12/31/2016,19:18,1.008,1.111
12/31/2016,19:24,0.996,1.099
12/31/2016,19:30,0.982,1.08
12/31/2016,19:36,0.968,1.064
12/31/2016,19:42,0.952,1.057
12/31/2016,19:48,0.935,1.043
12/31/2016,19:54,0.917,1.025
12/31/2016,20:00,0.899,1.007
12/31/2016,20:06,0.879,0.984
12/31/2016,20:12,0.859,0.966
12/31/2016,20:18,0.838,0.941
12/31/2016,20:24,0.816,0.917
12/31/2016,20:30,0.793,0.895
12/31/2016,20:36,0.77,0.881
12/31/2016,20:42,0.747,0.859
12/31/2016,20:48,0.722,0.833
12/31/2016,20:54,0.698,0.807
12/31/2016,21:00,0.673,0.782
12/31/2016,21:06,0.647,0.757
12/31/2016,21:12,0.622,0.734
12/31/2016,21:18,0.596,0.711
12/31/2016,21:24,0.569,0.686
12/31/2016,21:30,0.543,0.659
12/31/2016,21:36,0.516,0.63
12/31/2016,21:42,0.49,0.601
12/31/2016,21:48,0.463,0.574
12/31/2016,21:54,0.437,0.553
12/31/2016,22:00,0.41,0.527
12/31/2016,22:06,0.384,0.502
12/31/2016,22:12,0.357,0.479
12/31/2016,22:18,0.331,0.456
12/31/2016,22:24,0.306,0.431
12/31/2016,22:30,0.281,0.4
12/31/2016,22:36,0.256,0.369
12/31/2016,22:42,0.232,0.348
12/31/2016,22:48,0.209,0.323
12/31/2016,22:54,0.186,0.301
12/31/2016,23:00,0.164,0.278
12/31/2016,23:06,0.144,0.254
12/31/2016,23:12,0.124,0.232
12/31/2016,23:18,0.105,0.214
12/31/2016,23:24,0.088,0.194
12/31/2016,23:30,0.071,0.177
12/31/2016,23:36,0.056,0.161
12/31/2016,23:42,0.043,0.148
12/31/2016,23:48,0.031,0.139
12/31/2016,23:54,0.02,0.126
1/1/2017,0:00,0.01,0.119
1/1/2017,0:06,0.002,0.121
1/1/2017,0:12,-0.004,0.118
1/1/2017,0:18,-0.009,0.116
1/1/2017,0:24,-0.012,0.12
1/1/2017,0:30,-0.014,0.123
1/1/2017,0:36,-0.014,0.126
1/1/2017,0:42,-0.012,0.131
1/1/2017,0:48,-0.009,0.139
1/1/2017,0:54,-0.004,0.151
1/1/2017,1:00,0.001,0.159
1/1/2017,1:06,0.009,0.165
1/1/2017,1:12,0.017,0.175
1/1/2017,1:18,0.027,0.184
1/1/2017,1:24,0.038,0.189
1/1/2017,1:30,0.05,0.194
1/1/2017,1:36,0.063,0.204
1/1/2017,1:42,0.077,0.223
1/1/2017,1:48,0.091,0.245
1/1/2017,1:54,0.106,0.266
1/1/2017,2:00,0.122,0.286
1/1/2017,2:06,0.138,0.302
1/1/2017,2:12,0.154,0.321
1/1/2017,2:18,0.171,0.337
1/1/2017,2:24,0.188,0.349
1/1/2017,2:30,0.205,0.363
1/1/2017,2:36,0.223,0.378
1/1/2017,2:42,0.24,0.388
1/1/2017,2:48,0.257,0.397
1/1/2017,2:54,0.275,0.41
1/1/2017,3:00,0.292,0.418
1/1/2017,3:06,0.309,0.427
1/1/2017,3:12,0.326,0.44
1/1/2017,3:18,0.343,0.45
1/1/2017,3:24,0.36,0.462
1/1/2017,3:30,0.377,0.477
1/1/2017,3:36,0.393,0.489
1/1/2017,3:42,0.41,0.499
1/1/2017,3:48,0.426,0.51
1/1/2017,3:54,0.443,0.523
1/1/2017,4:00,0.459,0.538
1/1/2017,4:06,0.475,0.557
1/1/2017,4:12,0.492,0.574
1/1/2017,4:18,0.508,0.588
1/1/2017,4:24,0.524,0.607
1/1/2017,4:30,0.54,0.624
1/1/2017,4:36,0.556,0.645
1/1/2017,4:42,0.573,0.669
1/1/2017,4:48,0.589,0.686
1/1/2017,4:54,0.605,0.704
1/1/2017,5:00,0.62,0.72
1/1/2017,5:06,0.636,0.735
1/1/2017,5:12,0.652,0.748
1/1/2017,5:18,0.667,0.757
1/1/2017,5:24,0.682,0.771
1/1/2017,5:30,0.697,0.788
1/1/2017,5:36,0.711,0.803
1/1/2017,5:42,0.725,0.817
1/1/2017,5:48,0.738,0.834
1/1/2017,5:54,0.751,0.85
1/1/2017,6:00,0.763,0.869
1/1/2017,6:06,0.774,0.896
1/1/2017,6:12,0.784,0.91
1/1/2017,6:18,0.794,0.908
1/1/2017,6:24,0.803,0.912
1/1/2017,6:30,0.81,0.904
1/1/2017,6:36,0.817,0.893
1/1/2017,6:42,0.822,0.881
1/1/2017,6:48,0.827,0.886
1/1/2017,6:54,0.83,0.903
1/1/2017,7:00,0.832,0.918
1/1/2017,7:06,0.833,0.927
1/1/2017,7:12,0.833,0.924
1/1/2017,7:18,0.831,0.913
1/1/2017,7:24,0.829,0.897
1/1/2017,7:30,0.825,0.879
1/1/2017,7:36,0.82,0.86
1/1/2017,7:42,0.814,0.834
1/1/2017,7:48,0.807,0.821
1/1/2017,7:54,0.799,0.815
1/1/2017,8:00,0.789,0.806
1/1/2017,8:06,0.779,0.792
1/1/2017,8:12,0.768,0.785
1/1/2017,8:18,0.756,0.772
1/1/2017,8:24,0.743,0.762
1/1/2017,8:30,0.729,0.759
1/1/2017,8:36,0.715,0.761
1/1/2017,8:42,0.7,0.758
1/1/2017,8:48,0.684,0.744
1/1/2017,8:54,0.668,0.741
1/1/2017,9:00,0.651,0.728
1/1/2017,9:06,0.634,0.709
1/1/2017,9:12,0.616,0.691
1/1/2017,9:18,0.598,0.669
1/1/2017,9:24,0.579,0.638
1/1/2017,9:30,0.561,0.609
1/1/2017,9:36,0.542,0.59
1/1/2017,9:42,0.523,0.575
1/1/2017,9:48,0.503,0.563
1/1/2017,9:54,0.484,0.548
1/1/2017,10:00,0.465,0.529
1/1/2017,10:06,0.445,0.51
1/1/2017,10:12,0.426,0.493
1/1/2017,10:18,0.406,0.47
1/1/2017,10:24,0.387,0.443
1/1/2017,10:30,0.368,0.418
1/1/2017,10:36,0.35,0.394
1/1/2017,10:42,0.331,0.369
1/1/2017,10:48,0.313,0.345
1/1/2017,10:54,0.296,0.324
1/1/2017,11:00,0.279,0.301
1/1/2017,11:06,0.262,0.275
1/1/2017,11:12,0.247,0.253
1/1/2017,11:18,0.232,0.234
1/1/2017,11:24,0.218,0.212
1/1/2017,11:30,0.204,0.195
1/1/2017,11:36,0.192,0.176
1/1/2017,11:42,0.181,0.169
1/1/2017,11:48,0.171,0.157
1/1/2017,11:54,0.162,0.146
1/1/2017,12:00,0.155,0.136
1/1/2017,12:06,0.149,0.132
1/1/2017,12:12,0.144,0.132
1/1/2017,12:18,0.14,0.135
1/1/2017,12:24,0.138,0.131
1/1/2017,12:30,0.138,0.128
1/1/2017,12:36,0.139,0.133
1/1/2017,12:42,0.141,0.138
1/1/2017,12:48,0.145,0.148
1/1/2017,12:54,0.151,0.165
1/1/2017,13:00,0.158,0.176
1/1/2017,13:06,0.166,0.195
1/1/2017,13:12,0.176,0.215
1/1/2017,13:18,0.187,0.234
1/1/2017,13:24,0.2,0.251
1/1/2017,13:30,0.214,0.262
1/1/2017,13:36,0.228,0.275
1/1/2017,13:42,0.244,0.299
1/1/2017,13:48,0.261,0.319
1/1/2017,13:54,0.279,0.339
1/1/2017,14:00,0.297,0.363
1/1/2017,14:06,0.316,0.381
1/1/2017,14:12,0.336,0.39
1/1/2017,14:18,0.356,0.414
1/1/2017,14:24,0.376,0.441
1/1/2017,14:30,0.397,0.463
1/1/2017,14:36,0.418,0.481
1/1/2017,14:42,0.439,0.501
1/1/2017,14:48,0.46,0.519
1/1/2017,14:54,0.481,0.539
1/1/2017,15:00,0.502,0.56
1/1/2017,15:06,0.523,0.583
1/1/2017,15:12,0.544,0.609
1/1/2017,15:18,0.564,0.632
1/1/2017,15:24,0.584,0.65
1/1/2017,15:30,0.604,0.672
1/1/2017,15:36,0.623,0.686
1/1/2017,15:42,0.642,0.704
1/1/2017,15:48,0.661,0.728
1/1/2017,15:54,0.679,0.752
1/1/2017,16:00,0.697,0.774
1/1/2017,16:06,0.715,0.792
1/1/2017,16:12,0.732,0.811
1/1/2017,16:18,0.749,0.817
1/1/2017,16:24,0.766,0.831
1/1/2017,16:30,0.782,0.851
1/1/2017,16:36,0.799,0.88
1/1/2017,16:42,0.815,0.898
1/1/2017,16:48,0.83,0.917
1/1/2017,16:54,0.846,0.94
1/1/2017,17:00,0.861,0.953
1/1/2017,17:06,0.876,0.963
1/1/2017,17:12,0.891,0.982
1/1/2017,17:18,0.906,0.994
1/1/2017,17:24,0.92,1.002
1/1/2017,17:30,0.934,1.023
1/1/2017,17:36,0.947,1.048
1/1/2017,17:42,0.96,1.058
1/1/2017,17:48,0.972,1.075
1/1/2017,17:54,0.984,1.091
1/1/2017,18:00,0.996,1.098
1/1/2017,18:06,1.007,1.109
1/1/2017,18:12,1.017,1.127
1/1/2017,18:18,1.026,1.137
1/1/2017,18:24,1.034,1.145
1/1/2017,18:30,1.042,1.151
1/1/2017,18:36,1.048,1.157
1/1/2017,18:42,1.054,1.161
1/1/2017,18:48,1.058,1.167
1/1/2017,18:54,1.061,1.167
1/1/2017,19:00,1.063,1.162
1/1/2017,19:06,1.064,1.161
1/1/2017,19:12,1.063,1.156
1/1/2017,19:18,1.061,1.151
1/1/2017,19:24,1.058,1.156
1/1/2017,19:30,1.054,1.151
1/1/2017,19:36,1.048,1.148
1/1/2017,19:42,1.041,1.14
1/1/2017,19:48,1.032,1.126
1/1/2017,19:54,1.022,1.118
1/1/2017,20:00,1.011,1.107
1/1/2017,20:06,0.999,1.089
1/1/2017,20:12,0.985,1.07
1/1/2017,20:18,0.97,1.057
1/1/2017,20:24,0.954,1.038
1/1/2017,20:30,0.937,1.021
1/1/2017,20:36,0.919,1.006
1/1/2017,20:42,0.9,0.987
1/1/2017,20:48,0.88,0.972
1/1/2017,20:54,0.859,0.953
1/1/2017,21:00,0.837,0.927
1/1/2017,21:06,0.815,0.903
1/1/2017,21:12,0.792,0.882
1/1/2017,21:18,0.768,0.862
1/1/2017,21:24,0.744,0.846
1/1/2017,21:30,0.719,0.827
1/1/2017,21:36,0.693,0.803
1/1/2017,21:42,0.668,0.778
1/1/2017,21:48,0.642,0.767
1/1/2017,21:54,0.615,0.735
1/1/2017,22:00,0.589,0.707
1/1/2017,22:06,0.562,0.683
1/1/2017,22:12,0.535,0.656
1/1/2017,22:18,0.508,0.624
1/1/2017,22:24,0.481,0.601
1/1/2017,22:30,0.454,0.575
1/1/2017,22:36,0.427,0.541
1/1/2017,22:42,0.401,0.516
1/1/2017,22:48,0.374,0.49
1/1/2017,22:54,0.348,0.466
1/1/2017,23:00,0.322,0.443
1/1/2017,23:06,0.296,0.416
1/1/2017,23:12,0.271,0.384
1/1/2017,23:18,0.247,0.36
1/1/2017,23:24,0.223,0.335
1/1/2017,23:30,0.199,0.311
1/1/2017,23:36,0.177,0.286
1/1/2017,23:42,0.155,0.255
1/1/2017,23:48,0.134,0.223
1/1/2017,23:54,0.114,0.2
1/2/2017,0:00,0.096,0.178
1/2/2017,0:06,0.078,0.152
1/2/2017,0:12,0.062,0.131
1/2/2017,0:18,0.047,0.114
1/2/2017,0:24,0.033,0.099
1/2/2017,0:30,0.021,0.083
1/2/2017,0:36,0.01,0.068
1/2/2017,0:42,0.001,0.056
1/2/2017,0:48,-0.007,0.046
1/2/2017,0:54,-0.013,0.037
1/2/2017,1:00,-0.017,0.034
1/2/2017,1:06,-0.02,0.037
1/2/2017,1:12,-0.021,0.037
1/2/2017,1:18,-0.021,0.038
1/2/2017,1:24,-0.019,0.042
1/2/2017,1:30,-0.015,0.045
1/2/2017,1:36,-0.01,0.046
1/2/2017,1:42,-0.003,0.045
1/2/2017,1:48,0.004,0.043
1/2/2017,1:54,0.014,0.044
1/2/2017,2:00,0.024,0.046
1/2/2017,2:06,0.036,0.053
1/2/2017,2:12,0.049,0.07
1/2/2017,2:18,0.063,0.089
1/2/2017,2:24,0.077,0.108
1/2/2017,2:30,0.093,0.126
1/2/2017,2:36,0.109,0.143
1/2/2017,2:42,0.126,0.157
1/2/2017,2:48,0.143,0.171
1/2/2017,2:54,0.161,0.188
1/2/2017,3:00,0.179,0.205
1/2/2017,3:06,0.197,0.221
1/2/2017,3:12,0.216,0.241
1/2/2017,3:18,0.235,0.257
1/2/2017,3:24,0.253,0.271
1/2/2017,3:30,0.272,0.295
1/2/2017,3:36,0.29,0.315
1/2/2017,3:42,0.309,0.332
1/2/2017,3:48,0.327,0.349
1/2/2017,3:54,0.345,0.366
1/2/2017,4:00,0.363,0.382
1/2/2017,4:06,0.381,0.399
1/2/2017,4:12,0.398,0.416
1/2/2017,4:18,0.416,0.43
1/2/2017,4:24,0.433,0.449
1/2/2017,4:30,0.45,0.471
1/2/2017,4:36,0.467,0.485
1/2/2017,4:42,0.484,0.498
1/2/2017,4:48,0.5,0.511
1/2/2017,4:54,0.516,0.522
1/2/2017,5:00,0.533,0.54
1/2/2017,5:06,0.549,0.558
1/2/2017,5:12,0.565,0.577
1/2/2017,5:18,0.581,0.595
1/2/2017,5:24,0.597,0.613
1/2/2017,5:30,0.613,0.634
1/2/2017,5:36,0.629,0.654
1/2/2017,5:42,0.645,0.665
1/2/2017,5:48,0.66,0.677
1/2/2017,5:54,0.675,0.69
1/2/2017,6:00,0.69,0.699
1/2/2017,6:06,0.705,0.709
1/2/2017,6:12,0.72,0.726
1/2/2017,6:18,0.734,0.742
1/2/2017,6:24,0.748,0.757
1/2/2017,6:30,0.761,0.776
1/2/2017,6:36,0.773,0.792
1/2/2017,6:42,0.785,0.801
1/2/2017,6:48,0.797,0.803
1/2/2017,6:54,0.807,0.808
1/2/2017,7:00,0.817,0.824
1/2/2017,7:06,0.826,0.838
1/2/2017,7:12,0.834,0.831
1/2/2017,7:18,0.841,0.836
1/2/2017,7:24,0.846,0.834
1/2/2017,7:30,0.851,0.831
1/2/2017,7:36,0.855,0.844
1/2/2017,7:42,0.857,0.848
1/2/2017,7:48,0.858,0.845
1/2/2017,7:54,0.858,0.84
1/2/2017,8:00,0.857,0.843
1/2/2017,8:06,0.854,0.844
1/2/2017,8:12,0.85,0.833
1/2/2017,8:18,0.845,0.834
1/2/2017,8:24,0.839,0.825
1/2/2017,8:30,0.832,0.81
1/2/2017,8:36,0.823,0.802
1/2/2017,8:42,0.813,0.803
1/2/2017,8:48,0.803,0.782
1/2/2017,8:54,0.791,0.769
1/2/2017,9:00,0.778,0.766
1/2/2017,9:06,0.765,0.747
1/2/2017,9:12,0.751,0.731
1/2/2017,9:18,0.735,0.723
1/2/2017,9:24,0.719,0.703
1/2/2017,9:30,0.703,0.682
1/2/2017,9:36,0.686,0.665
1/2/2017,9:42,0.668,0.649
1/2/2017,9:48,0.65,0.629
1/2/2017,9:54,0.631,0.608
1/2/2017,10:00,0.612,0.592
1/2/2017,10:06,0.592,0.571
1/2/2017,10:12,0.573,0.548
1/2/2017,10:18,0.553,0.533
1/2/2017,10:24,0.533,0.514
1/2/2017,10:30,0.512,0.497
1/2/2017,10:36,0.492,0.476
1/2/2017,10:42,0.472,0.458
1/2/2017,10:48,0.451,0.441
1/2/2017,10:54,0.431,0.418
1/2/2017,11:00,0.411,0.4
1/2/2017,11:06,0.391,0.377
1/2/2017,11:12,0.371,0.349
1/2/2017,11:18,0.352,0.327
1/2/2017,11:24,0.333,0.31
1/2/2017,11:30,0.314,0.287
1/2/2017,11:36,0.295,0.257
1/2/2017,11:42,0.278,0.235
1/2/2017,11:48,0.261,0.217
1/2/2017,11:54,0.244,0.2
1/2/2017,12:00,0.228,0.182
1/2/2017,12:06,0.213,0.161
1/2/2017,12:12,0.199,0.146
1/2/2017,12:18,0.186,0.133
1/2/2017,12:24,0.174,0.119
1/2/2017,12:30,0.164,0.11
1/2/2017,12:36,0.154,0.103
1/2/2017,12:42,0.145,0.107
1/2/2017,12:48,0.138,0.098
1/2/2017,12:54,0.132,0.095
1/2/2017,13:00,0.128,0.085
1/2/2017,13:06,0.125,0.08
1/2/2017,13:12,0.124,0.087
1/2/2017,13:18,0.124,0.089
1/2/2017,13:24,0.125,0.098
1/2/2017,13:30,0.128,0.108
1/2/2017,13:36,0.133,0.108
1/2/2017,13:42,0.139,0.109
1/2/2017,13:48,0.146,0.116
1/2/2017,13:54,0.156,0.125
1/2/2017,14:00,0.166,0.136
1/2/2017,14:06,0.178,0.144
1/2/2017,14:12,0.191,0.157
1/2/2017,14:18,0.205,0.171
1/2/2017,14:24,0.22,0.175
1/2/2017,14:30,0.237,0.194
1/2/2017,14:36,0.254,0.212
1/2/2017,14:42,0.272,0.224
1/2/2017,14:48,0.291,0.248
1/2/2017,14:54,0.311,0.269
1/2/2017,15:00,0.331,0.281
1/2/2017,15:06,0.352,0.301
1/2/2017,15:12,0.373,0.318
1/2/2017,15:18,0.394,0.336
1/2/2017,15:24,0.415,0.357
1/2/2017,15:30,0.437,0.375
1/2/2017,15:36,0.458,0.394
1/2/2017,15:42,0.48,0.412
1/2/2017,15:48,0.501,0.426
1/2/2017,15:54,0.522,0.448
1/2/2017,16:00,0.543,0.466
1/2/2017,16:06,0.563,0.489
1/2/2017,16:12,0.583,0.508
1/2/2017,16:18,0.603,0.52
1/2/2017,16:24,0.623,0.542
1/2/2017,16:30,0.642,0.564
1/2/2017,16:36,0.66,0.58
1/2/2017,16:42,0.678,0.591
1/2/2017,16:48,0.696,0.617
1/2/2017,16:54,0.714,0.638
1/2/2017,17:00,0.731,0.65
1/2/2017,17:06,0.748,0.679
1/2/2017,17:12,0.764,0.699
1/2/2017,17:18,0.78,0.714
1/2/2017,17:24,0.796,0.736
1/2/2017,17:30,0.812,0.753
1/2/2017,17:36,0.827,0.772
1/2/2017,17:42,0.842,0.786
1/2/2017,17:48,0.857,0.793
1/2/2017,17:54,0.871,0.802
1/2/2017,18:00,0.885,0.817
1/2/2017,18:06,0.899,0.837
1/2/2017,18:12,0.913,0.862
1/2/2017,18:18,0.926,0.888
1/2/2017,18:24,0.939,0.9
1/2/2017,18:30,0.951,0.912
1/2/2017,18:36,0.963,0.912
1/2/2017,18:42,0.974,0.915
1/2/2017,18:48,0.985,0.919
1/2/2017,18:54,0.995,0.922
1/2/2017,19:00,1.005,0.928
1/2/2017,19:06,1.013,0.94
1/2/2017,19:12,1.021,0.945
1/2/2017,19:18,1.028,0.956
1/2/2017,19:24,1.034,0.968
1/2/2017,19:30,1.039,0.977
1/2/2017,19:36,1.042,0.979
1/2/2017,19:42,1.045,0.964
1/2/2017,19:48,1.046,0.964
1/2/2017,19:54,1.047,0.97
1/2/2017,20:00,1.046,0.962
1/2/2017,20:06,1.043,0.971
1/2/2017,20:12,1.039,0.97
1/2/2017,20:18,1.034,0.955
1/2/2017,20:24,1.028,0.952
1/2/2017,20:30,1.02,0.936
1/2/2017,20:36,1.011,0.921
1/2/2017,20:42,1.001,0.916
1/2/2017,20:48,0.989,0.902
1/2/2017,20:54,0.976,0.886
1/2/2017,21:00,0.962,0.868
1/2/2017,21:06,0.946,0.858
1/2/2017,21:12,0.93,0.844
1/2/2017,21:18,0.912,0.83
1/2/2017,21:24,0.893,0.816
1/2/2017,21:30,0.874,0.797
1/2/2017,21:36,0.853,0.777
1/2/2017,21:42,0.831,0.766
1/2/2017,21:48,0.809,0.738
1/2/2017,21:54,0.786,0.719
1/2/2017,22:00,0.763,0.704
1/2/2017,22:06,0.738,0.678
1/2/2017,22:12,0.714,0.659
1/2/2017,22:18,0.689,0.641
1/2/2017,22:24,0.663,0.618
1/2/2017,22:30,0.637,0.59
1/2/2017,22:36,0.611,0.576
1/2/2017,22:42,0.584,0.549
1/2/2017,22:48,0.558,0.518
1/2/2017,22:54,0.531,0.495
1/2/2017,23:00,0.504,0.47
1/2/2017,23:06,0.477,0.444
1/2/2017,23:12,0.45,0.421
1/2/2017,23:18,0.424,0.396
1/2/2017,23:24,0.397,0.37
1/2/2017,23:30,0.371,0.345
1/2/2017,23:36,0.345,0.314
1/2/2017,23:42,0.319,0.29
1/2/2017,23:48,0.294,0.27
