#Predicted and verified water level from NOAA CO-OPS,,,
#Station FOXR1 (8454000) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
12/31/2016,11:42,0.863,0.864
12/31/2016,11:48,0.895,0.878
12/31/2016,11:54,0.927,0.9
12/31/2016,12:00,0.959,0.928
12/31/2016,12:06,0.991,0.961
12/31/2016,12:12,1.023,0.997
12/31/2016,12:18,1.055,1.03
12/31/2016,12:24,1.086,1.062
12/31/2016,12:30,1.116,1.096
12/31/2016,12:36,1.145,1.135
12/31/2016,12:42,1.173,1.175
12/31/2016,12:48,1.2,1.219
12/31/2016,12:54,1.226,1.262
12/31/2016,13:00,1.25,1.298
12/31/2016,13:06,1.273,1.324
12/31/2016,13:12,1.294,1.347
12/31/2016,13:18,1.313,1.378
12/31/2016,13:24,1.33,1.412
12/31/2016,13:30,1.345,1.446
12/31/2016,13:36,1.358,1.473
12/31/2016,13:42,1.369,1.498
12/31/2016,13:48,1.377,1.515
12/31/2016,13:54,1.383,1.516
12/31/2016,14:00,1.387,1.512
12/31/2016,14:06,1.388,1.516
12/31/2016,14:12,1.387,1.526
12/31/2016,14:18,1.383,1.531
12/31/2016,14:24,1.377,1.523
12/31/2016,14:30,1.368,1.508
12/31/2016,14:36,1.357,1.495
12/31/2016,14:42,1.344,1.479
12/31/2016,14:48,1.328,1.452
12/31/2016,14:54,1.311,1.424
12/31/2016,15:00,1.291,1.403
12/31/2016,15:06,1.269,1.386
12/31/2016,15:12,1.245,1.366
12/31/2016,15:18,1.219,1.341
12/31/2016,15:24,1.191,1.315
12/31/2016,15:30,1.162,1.287
12/31/2016,15:36,1.132,1.252
12/31/2016,15:42,1.1,1.217
12/31/2016,15:48,1.068,1.188
12/31/2016,15:54,1.034,1.163
12/31/2016,16:00,0.999,1.131
12/31/2016,16:06,0.964,1.089
12/31/2016,16:12,0.928,1.042
12/31/2016,16:18,0.892,1.001
12/31/2016,16:24,0.855,0.963
12/31/2016,16:30,0.819,0.929
12/31/2016,16:36,0.782,0.892
12/31/2016,16:42,0.745,0.848
12/31/2016,16:48,0.708,0.801
12/31/2016,16:54,0.671,0.746
12/31/2016,17:00,0.634,0.69
12/31/2016,17:06,0.597,0.635
12/31/2016,17:12,0.561,0.587
12/31/2016,17:18,0.525,0.544
12/31/2016,17:24,0.489,0.504
12/31/2016,17:30,0.453,0.465
12/31/2016,17:36,0.418,0.425
12/31/2016,17:42,0.384,0.386
12/31/2016,17:48,0.35,0.347
12/31/2016,17:54,0.317,0.309
12/31/2016,18:00,0.284,0.278
12/31/2016,18:06,0.252,0.252
12/31/2016,18:12,0.222,0.231
12/31/2016,18:18,0.192,0.217
12/31/2016,18:24,0.163,0.208
12/31/2016,18:30,0.136,0.196
12/31/2016,18:36,0.11,0.182
12/31/2016,18:42,0.086,0.17
12/31/2016,18:48,0.063,0.161
12/31/2016,18:54,0.042,0.152
12/31/2016,19:00,0.023,0.14
12/31/2016,19:06,0.007,0.133
12/31/2016,19:12,-0.008,0.135
12/31/2016,19:18,-0.02,0.145
12/31/2016,19:24,-0.03,0.158
12/31/2016,19:30,-0.037,0.165
12/31/2016,19:36,-0.043,0.168
12/31/2016,19:42,-0.045,0.172
12/31/2016,19:48,-0.046,0.182
12/31/2016,19:54,-0.044,0.182
12/31/2016,20:00,-0.04,0.186
12/31/2016,20:06,-0.033,0.203
12/31/2016,20:12,-0.025,0.226
12/31/2016,20:18,-0.015,0.253
12/31/2016,20:24,-0.004,0.283
12/31/2016,20:30,0.009,0.307
12/31/2016,20:36,0.023,0.331
12/31/2016,20:42,0.039,0.356
12/31/2016,20:48,0.055,0.38
12/31/2016,20:54,0.072,0.4
12/31/2016,21:00,0.089,0.417
12/31/2016,21:06,0.107,0.436
12/31/2016,21:12,0.124,0.455
12/31/2016,21:18,0.142,0.472
12/31/2016,21:24,0.16,0.486
12/31/2016,21:30,0.178,0.498
12/31/2016,21:36,0.195,0.51
12/31/2016,21:42,0.212,0.524
12/31/2016,21:48,0.229,0.539
12/31/2016,21:54,0.246,0.556
12/31/2016,22:00,0.262,0.574
12/31/2016,22:06,0.279,0.584
12/31/2016,22:12,0.295,0.595
12/31/2016,22:18,0.312,0.61
12/31/2016,22:24,0.328,0.629
12/31/2016,22:30,0.345,0.647
12/31/2016,22:36,0.362,0.663
12/31/2016,22:42,0.38,0.68
12/31/2016,22:48,0.399,0.699
12/31/2016,22:54,0.418,0.719
12/31/2016,23:00,0.438,0.739
12/31/2016,23:06,0.459,0.767
12/31/2016,23:12,0.481,0.804
12/31/2016,23:18,0.504,0.841
12/31/2016,23:24,0.528,0.879
12/31/2016,23:30,0.553,0.912
12/31/2016,23:36,0.579,0.943
12/31/2016,23:42,0.607,0.975
12/31/2016,23:48,0.635,1.007
12/31/2016,23:54,0.664,1.042
1/1/2017,0:00,0.685,1.082
1/1/2017,0:06,0.715,1.122
1/1/2017,0:12,0.745,1.16
1/1/2017,0:18,0.776,1.199
1/1/2017,0:24,0.807,1.242
1/1/2017,0:30,0.838,1.286
1/1/2017,0:36,0.869,1.324
1/1/2017,0:42,0.9,1.358
1/1/2017,0:48,0.93,1.387
1/1/2017,0:54,0.96,1.409
1/1/2017,1:00,0.989,1.429
1/1/2017,1:06,1.017,1.448
1/1/2017,1:12,1.044,1.468
1/1/2017,1:18,1.07,1.484
1/1/2017,1:24,1.094,1.496
1/1/2017,1:30,1.117,1.509
1/1/2017,1:36,1.138,1.516
1/1/2017,1:42,1.157,1.515
1/1/2017,1:48,1.175,1.517
1/1/2017,1:54,1.19,1.526
1/1/2017,2:00,1.203,1.546
1/1/2017,2:06,1.214,1.555
1/1/2017,2:12,1.222,1.554
1/1/2017,2:18,1.229,1.547
1/1/2017,2:24,1.232,1.54
1/1/2017,2:30,1.234,1.528
1/1/2017,2:36,1.232,1.514
1/1/2017,2:42,1.229,1.493
1/1/2017,2:48,1.222,1.463
1/1/2017,2:54,1.214,1.427
1/1/2017,3:00,1.203,1.392
1/1/2017,3:06,1.189,1.363
1/1/2017,3:12,1.173,1.337
1/1/2017,3:18,1.155,1.314
1/1/2017,3:24,1.134,1.303
1/1/2017,3:30,1.112,1.302
1/1/2017,3:36,1.088,1.304
1/1/2017,3:42,1.061,1.301
1/1/2017,3:48,1.034,1.287
1/1/2017,3:54,1.004,1.259
1/1/2017,4:00,0.974,1.228
1/1/2017,4:06,0.942,1.202
1/1/2017,4:12,0.909,1.185
1/1/2017,4:18,0.875,1.17
1/1/2017,4:24,0.841,1.153
1/1/2017,4:30,0.806,1.125
1/1/2017,4:36,0.77,1.079
1/1/2017,4:42,0.735,1.031
1/1/2017,4:48,0.699,0.987
1/1/2017,4:54,0.663,0.948
1/1/2017,5:00,0.627,0.913
1/1/2017,5:06,0.592,0.877
1/1/2017,5:12,0.557,0.841
1/1/2017,5:18,0.522,0.806
1/1/2017,5:24,0.487,0.758
1/1/2017,5:30,0.453,0.706
1/1/2017,5:36,0.42,0.66
1/1/2017,5:42,0.387,0.622
1/1/2017,5:48,0.354,0.584
1/1/2017,5:54,0.323,0.537
1/1/2017,6:00,0.292,0.491
1/1/2017,6:06,0.262,0.455
1/1/2017,6:12,0.232,0.431
1/1/2017,6:18,0.204,0.404
1/1/2017,6:24,0.176,0.373
1/1/2017,6:30,0.149,0.353
1/1/2017,6:36,0.124,0.335
1/1/2017,6:42,0.1,0.304
1/1/2017,6:48,0.077,0.256
1/1/2017,6:54,0.056,0.205
1/1/2017,7:00,0.036,0.159
1/1/2017,7:06,0.018,0.121
1/1/2017,7:12,0.002,0.093
1/1/2017,7:18,-0.013,0.07
1/1/2017,7:24,-0.025,0.054
1/1/2017,7:30,-0.035,0.04
1/1/2017,7:36,-0.043,0.019
1/1/2017,7:42,-0.048,-0.009
1/1/2017,7:48,-0.051,-0.033
1/1/2017,7:54,-0.052,-0.042
1/1/2017,8:00,-0.05,-0.039
1/1/2017,8:06,-0.046,-0.033
1/1/2017,8:12,-0.04,-0.027
1/1/2017,8:18,-0.031,-0.018
1/1/2017,8:24,-0.02,-0.008
1/1/2017,8:30,-0.006,-0.005
1/1/2017,8:36,0.009,-0.009
1/1/2017,8:42,0.026,-0.012
1/1/2017,8:48,0.044,0
1/1/2017,8:54,0.064,0.025
1/1/2017,9:00,0.085,0.058
1/1/2017,9:06,0.107,0.093
1/1/2017,9:12,0.13,0.13
1/1/2017,9:18,0.154,0.164
1/1/2017,9:24,0.178,0.19
1/1/2017,9:30,0.202,0.217
1/1/2017,9:36,0.226,0.256
1/1/2017,9:42,0.25,0.296
1/1/2017,9:48,0.273,0.32
1/1/2017,9:54,0.297,0.33
1/1/2017,10:00,0.319,0.34
1/1/2017,10:06,0.342,0.356
1/1/2017,10:12,0.363,0.367
1/1/2017,10:18,0.385,0.378
1/1/2017,10:24,0.405,0.397
1/1/2017,10:30,0.425,0.429
1/1/2017,10:36,0.445,0.465
1/1/2017,10:42,0.465,0.494
1/1/2017,10:48,0.484,0.512
1/1/2017,10:54,0.503,0.53
1/1/2017,11:00,0.522,0.552
1/1/2017,11:06,0.542,0.577
1/1/2017,11:12,0.561,0.601
1/1/2017,11:18,0.582,0.624
1/1/2017,11:24,0.602,0.644
1/1/2017,11:30,0.623,0.66
1/1/2017,11:36,0.645,0.681
1/1/2017,11:42,0.668,0.711
1/1/2017,11:48,0.692,0.747
1/1/2017,11:54,0.716,0.787
1/1/2017,12:00,0.741,0.826
1/1/2017,12:06,0.768,0.877
1/1/2017,12:12,0.795,0.926
1/1/2017,12:18,0.822,0.969
1/1/2017,12:24,0.851,1.003
1/1/2017,12:30,0.88,1.032
1/1/2017,12:36,0.909,1.062
1/1/2017,12:42,0.939,1.093
1/1/2017,12:48,0.969,1.123
1/1/2017,12:54,0.999,1.151
1/1/2017,13:00,1.029,1.181
1/1/2017,13:06,1.058,1.208
1/1/2017,13:12,1.088,1.222
1/1/2017,13:18,1.116,1.223
1/1/2017,13:24,1.144,1.223
1/1/2017,13:30,1.171,1.235
1/1/2017,13:36,1.197,1.252
1/1/2017,13:42,1.221,1.27
1/1/2017,13:48,1.244,1.287
1/1/2017,13:54,1.266,1.3
1/1/2017,14:00,1.286,1.305
1/1/2017,14:06,1.304,1.303
1/1/2017,14:12,1.32,1.298
1/1/2017,14:18,1.334,1.301
1/1/2017,14:24,1.346,1.322
1/1/2017,14:30,1.355,1.351
1/1/2017,14:36,1.363,1.368
1/1/2017,14:42,1.367,1.374
1/1/2017,14:48,1.37,1.376
1/1/2017,14:54,1.37,1.369
1/1/2017,15:00,1.367,1.357
1/1/2017,15:06,1.362,1.346
1/1/2017,15:12,1.354,1.337
1/1/2017,15:18,1.344,1.329
1/1/2017,15:24,1.331,1.314
1/1/2017,15:30,1.316,1.293
1/1/2017,15:36,1.299,1.271
1/1/2017,15:42,1.279,1.251
1/1/2017,15:48,1.257,1.224
1/1/2017,15:54,1.233,1.198
1/1/2017,16:00,1.207,1.175
1/1/2017,16:06,1.179,1.154
1/1/2017,16:12,1.15,1.123
1/1/2017,16:18,1.119,1.083
1/1/2017,16:24,1.086,1.043
1/1/2017,16:30,1.053,1.006
1/1/2017,16:36,1.018,0.965
1/1/2017,16:42,0.983,0.922
1/1/2017,16:48,0.947,0.885
1/1/2017,16:54,0.91,0.848
1/1/2017,17:00,0.873,0.816
1/1/2017,17:06,0.836,0.775
1/1/2017,17:12,0.798,0.728
1/1/2017,17:18,0.761,0.675
1/1/2017,17:24,0.723,0.622
1/1/2017,17:30,0.686,0.575
1/1/2017,17:36,0.649,0.53
1/1/2017,17:42,0.612,0.487
1/1/2017,17:48,0.576,0.445
1/1/2017,17:54,0.54,0.402
1/1/2017,18:00,0.505,0.359
1/1/2017,18:06,0.47,0.318
1/1/2017,18:12,0.436,0.277
1/1/2017,18:18,0.402,0.239
1/1/2017,18:24,0.369,0.21
1/1/2017,18:30,0.336,0.186
1/1/2017,18:36,0.305,0.162
1/1/2017,18:42,0.274,0.133
1/1/2017,18:48,0.244,0.101
1/1/2017,18:54,0.215,0.071
1/1/2017,19:00,0.187,0.043
1/1/2017,19:06,0.16,0.016
1/1/2017,19:12,0.134,-0.009
1/1/2017,19:18,0.11,-0.027
1/1/2017,19:24,0.087,-0.038
1/1/2017,19:30,0.065,-0.05
1/1/2017,19:36,0.046,-0.061
1/1/2017,19:42,0.028,-0.072
1/1/2017,19:48,0.012,-0.077
1/1/2017,19:54,-0.001,-0.075
1/1/2017,20:00,-0.013,-0.067
1/1/2017,20:06,-0.022,-0.054
1/1/2017,20:12,-0.029,-0.039
1/1/2017,20:18,-0.034,-0.025
1/1/2017,20:24,-0.036,-0.013
1/1/2017,20:30,-0.036,0.004
1/1/2017,20:36,-0.033,0.026
1/1/2017,20:42,-0.029,0.05
1/1/2017,20:48,-0.022,0.07
1/1/2017,20:54,-0.013,0.091
1/1/2017,21:00,-0.002,0.11
1/1/2017,21:06,0.011,0.128
1/1/2017,21:12,0.025,0.138
1/1/2017,21:18,0.041,0.142
1/1/2017,21:24,0.058,0.145
1/1/2017,21:30,0.076,0.15
1/1/2017,21:36,0.094,0.155
1/1/2017,21:42,0.114,0.159
1/1/2017,21:48,0.133,0.159
1/1/2017,21:54,0.153,0.161
1/1/2017,22:00,0.173,0.166
1/1/2017,22:06,0.193,0.171
1/1/2017,22:12,0.212,0.17
1/1/2017,22:18,0.231,0.167
1/1/2017,22:24,0.25,0.17
1/1/2017,22:30,0.268,0.178
1/1/2017,22:36,0.285,0.183
1/1/2017,22:42,0.302,0.187
1/1/2017,22:48,0.319,0.197
1/1/2017,22:54,0.335,0.216
1/1/2017,23:00,0.351,0.235
1/1/2017,23:06,0.366,0.249
1/1/2017,23:12,0.382,0.265
1/1/2017,23:18,0.397,0.283
1/1/2017,23:24,0.412,0.3
1/1/2017,23:30,0.428,0.317
1/1/2017,23:36,0.444,0.341
1/1/2017,23:42,0.461,0.373
1/1/2017,23:48,0.479,0.407
1/1/2017,23:54,0.497,0.438
1/2/2017,0:00,0.516,0.466
1/2/2017,0:06,0.536,0.492
1/2/2017,0:12,0.557,0.519
1/2/2017,0:18,0.579,0.547
1/2/2017,0:24,0.602,0.579
1/2/2017,0:30,0.626,0.62
1/2/2017,0:36,0.651,0.662
1/2/2017,0:42,0.677,0.709
1/2/2017,0:48,0.704,0.749
1/2/2017,0:54,0.732,0.787
1/2/2017,1:00,0.76,0.818
1/2/2017,1:06,0.789,0.847
1/2/2017,1:12,0.819,0.872
1/2/2017,1:18,0.849,0.888
1/2/2017,1:24,0.878,0.902
1/2/2017,1:30,0.908,0.923
1/2/2017,1:36,0.937,0.953
1/2/2017,1:42,0.966,0.983
1/2/2017,1:48,0.994,1.002
1/2/2017,1:54,1.022,1.017
1/2/2017,2:00,1.048,1.033
1/2/2017,2:06,1.073,1.056
1/2/2017,2:12,1.097,1.082
1/2/2017,2:18,1.119,1.119
1/2/2017,2:24,1.14,1.161
1/2/2017,2:30,1.158,1.19
1/2/2017,2:36,1.175,1.201
1/2/2017,2:42,1.19,1.21
1/2/2017,2:48,1.202,1.227
1/2/2017,2:54,1.213,1.251
1/2/2017,3:00,1.22,1.272
1/2/2017,3:06,1.226,1.297
1/2/2017,3:12,1.229,1.32
1/2/2017,3:18,1.229,1.333
1/2/2017,3:24,1.227,1.326
1/2/2017,3:30,1.222,1.31
1/2/2017,3:36,1.215,1.297
1/2/2017,3:42,1.205,1.292
1/2/2017,3:48,1.192,1.291
1/2/2017,3:54,1.177,1.287
1/2/2017,4:00,1.16,1.28
1/2/2017,4:06,1.14,1.266
1/2/2017,4:12,1.118,1.238
1/2/2017,4:18,1.094,1.202
1/2/2017,4:24,1.069,1.171
1/2/2017,4:30,1.041,1.152
1/2/2017,4:36,1.012,1.143
1/2/2017,4:42,0.981,1.136
1/2/2017,4:48,0.949,1.096
1/2/2017,4:54,0.916,1.052
1/2/2017,5:00,0.882,1.016
1/2/2017,5:06,0.847,0.974
1/2/2017,5:12,0.812,0.925
1/2/2017,5:18,0.776,0.882
1/2/2017,5:24,0.74,0.836
1/2/2017,5:30,0.703,0.795
1/2/2017,5:36,0.667,0.749
1/2/2017,5:42,0.631,0.703
1/2/2017,5:48,0.595,0.658
1/2/2017,5:54,0.56,0.624
1/2/2017,6:00,0.524,0.596
1/2/2017,6:06,0.49,0.561
1/2/2017,6:12,0.456,0.527
1/2/2017,6:18,0.423,0.501
1/2/2017,6:24,0.39,0.473
1/2/2017,6:30,0.358,0.44
1/2/2017,6:36,0.327,0.404
1/2/2017,6:42,0.297,0.369
1/2/2017,6:48,0.267,0.334
1/2/2017,6:54,0.239,0.299
1/2/2017,7:00,0.211,0.264
1/2/2017,7:06,0.185,0.227
1/2/2017,7:12,0.159,0.19
1/2/2017,7:18,0.135,0.157
1/2/2017,7:24,0.112,0.128
1/2/2017,7:30,0.09,0.105
1/2/2017,7:36,0.07,0.09
1/2/2017,7:42,0.051,0.077
1/2/2017,7:48,0.034,0.061
1/2/2017,7:54,0.018,0.046
1/2/2017,8:00,0.005,0.041
1/2/2017,8:06,-0.007,0.038
1/2/2017,8:12,-0.016,0.03
1/2/2017,8:18,-0.024,0.027
1/2/2017,8:24,-0.029,0.033
1/2/2017,8:30,-0.031,0.042
1/2/2017,8:36,-0.032,0.051
1/2/2017,8:42,-0.03,0.062
1/2/2017,8:48,-0.025,0.073
1/2/2017,8:54,-0.019,0.08
1/2/2017,9:00,-0.009,0.089
1/2/2017,9:06,0.002,0.101
1/2/2017,9:12,0.015,0.112
1/2/2017,9:18,0.031,0.126
1/2/2017,9:24,0.048,0.143
1/2/2017,9:30,0.067,0.162
1/2/2017,9:36,0.088,0.18
1/2/2017,9:42,0.109,0.198
1/2/2017,9:48,0.132,0.221
1/2/2017,9:54,0.156,0.246
1/2/2017,10:00,0.18,0.271
1/2/2017,10:06,0.205,0.297
1/2/2017,10:12,0.229,0.325
1/2/2017,10:18,0.254,0.344
1/2/2017,10:24,0.278,0.36
1/2/2017,10:30,0.302,0.376
1/2/2017,10:36,0.326,0.385
1/2/2017,10:42,0.349,0.393
1/2/2017,10:48,0.371,0.41
1/2/2017,10:54,0.392,0.436
1/2/2017,11:00,0.412,0.468
1/2/2017,11:06,0.432,0.493
1/2/2017,11:12,0.451,0.51
1/2/2017,11:18,0.469,0.529
1/2/2017,11:24,0.486,0.549
1/2/2017,11:30,0.503,0.564
1/2/2017,11:36,0.52,0.575
1/2/2017,11:42,0.536,0.59
1/2/2017,11:48,0.552,0.609
1/2/2017,11:54,0.569,0.626
1/2/2017,12:00,0.585,0.638
1/2/2017,12:06,0.602,0.645
1/2/2017,12:12,0.619,0.655
1/2/2017,12:18,0.637,0.673
1/2/2017,12:24,0.656,0.695
1/2/2017,12:30,0.675,0.724
1/2/2017,12:36,0.695,0.754
1/2/2017,12:42,0.717,0.785
1/2/2017,12:48,0.739,0.808
1/2/2017,12:54,0.763,0.834
1/2/2017,13:00,0.787,0.858
1/2/2017,13:06,0.812,0.883
1/2/2017,13:12,0.838,0.913
1/2/2017,13:18,0.865,0.942
1/2/2017,13:24,0.893,0.969
1/2/2017,13:30,0.921,0.992
1/2/2017,13:36,0.95,1.014
1/2/2017,13:42,0.979,1.036
1/2/2017,13:48,1.008,1.059
1/2/2017,13:54,1.037,1.089
1/2/2017,14:00,1.065,1.117
1/2/2017,14:06,1.094,1.142
1/2/2017,14:12,1.121,1.163
1/2/2017,14:18,1.148,1.183
1/2/2017,14:24,1.173,1.194
1/2/2017,14:30,1.198,1.211
1/2/2017,14:36,1.221,1.231
1/2/2017,14:42,1.243,1.254
1/2/2017,14:48,1.263,1.269
1/2/2017,14:54,1.281,1.283
1/2/2017,15:00,1.297,1.292
1/2/2017,15:06,1.311,1.294
1/2/2017,15:12,1.323,1.292
1/2/2017,15:18,1.332,1.302
1/2/2017,15:24,1.339,1.321
1/2/2017,15:30,1.344,1.329
1/2/2017,15:36,1.346,1.32
1/2/2017,15:42,1.345,1.306
1/2/2017,15:48,1.342,1.293
1/2/2017,15:54,1.336,1.276
1/2/2017,16:00,1.327,1.258
1/2/2017,16:06,1.316,1.251
1/2/2017,16:12,1.303,1.256
1/2/2017,16:18,1.287,1.263
1/2/2017,16:24,1.268,1.252
1/2/2017,16:30,1.247,1.229
1/2/2017,16:36,1.224,1.21
1/2/2017,16:42,1.199,1.193
1/2/2017,16:48,1.171,1.173
1/2/2017,16:54,1.142,1.151
1/2/2017,17:00,1.111,1.136
1/2/2017,17:06,1.079,1.123
1/2/2017,17:12,1.045,1.096
1/2/2017,17:18,1.01,1.05
1/2/2017,17:24,0.974,1.003
1/2/2017,17:30,0.937,0.984
1/2/2017,17:36,0.9,0.92
1/2/2017,17:42,0.862,0.878
1/2/2017,17:48,0.824,0.832
1/2/2017,17:54,0.785,0.809
1/2/2017,18:00,0.747,0.771
1/2/2017,18:06,0.709,0.728
1/2/2017,18:12,0.67,0.668
1/2/2017,18:18,0.632,0.618
1/2/2017,18:24,0.595,0.571
1/2/2017,18:30,0.558,0.534
1/2/2017,18:36,0.521,0.49
1/2/2017,18:42,0.486,0.453
1/2/2017,18:48,0.45,0.414
1/2/2017,18:54,0.416,0.382
1/2/2017,19:00,0.382,0.347
1/2/2017,19:06,0.349,0.309
1/2/2017,19:12,0.317,0.272
1/2/2017,19:18,0.286,0.245
1/2/2017,19:24,0.256,0.223
1/2/2017,19:30,0.226,0.189
1/2/2017,19:36,0.198,0.147
1/2/2017,19:42,0.171,0.11
1/2/2017,19:48,0.146,0.082
1/2/2017,19:54,0.121,0.052
1/2/2017,20:00,0.098,0.012
1/2/2017,20:06,0.076,-0.028
1/2/2017,20:12,0.056,-0.055
1/2/2017,20:18,0.038,-0.075
1/2/2017,20:24,0.022,-0.095
1/2/2017,20:30,0.008,-0.114
1/2/2017,20:36,-0.005,-0.119
1/2/2017,20:42,-0.015,-0.119
1/2/2017,20:48,-0.023,-0.121
1/2/2017,20:54,-0.028,-0.13
1/2/2017,21:00,-0.032,-0.132
1/2/2017,21:06,-0.033,-0.121
1/2/2017,21:12,-0.031,-0.1
1/2/2017,21:18,-0.027,-0.081
1/2/2017,21:24,-0.021,-0.06
1/2/2017,21:30,-0.013,-0.035
1/2/2017,21:36,-0.003,-0.008
1/2/2017,21:42,0.009,0.018
1/2/2017,21:48,0.024,0.044
1/2/2017,21:54,0.039,0.075
1/2/2017,22:00,0.057,0.1
1/2/2017,22:06,0.075,0.12
1/2/2017,22:12,0.094,0.141
1/2/2017,22:18,0.115,0.162
1/2/2017,22:24,0.135,0.179
1/2/2017,22:30,0.156,0.189
1/2/2017,22:36,0.178,0.197
1/2/2017,22:42,0.199,0.21
1/2/2017,22:48,0.22,0.228
1/2/2017,22:54,0.24,0.24
1/2/2017,23:00,0.26,0.246
1/2/2017,23:06,0.279,0.253
1/2/2017,23:12,0.297,0.266
1/2/2017,23:18,0.315,0.279
