#Predicted and verified water level from NOAA CO-OPS,,,
#Station QPTR1 (8454049) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
1/2/2017,14:30,1.084,1.083
1/2/2017,14:36,1.099,1.091
1/2/2017,14:42,1.114,1.089
1/2/2017,14:48,1.126,1.104
1/2/2017,14:54,1.137,1.111
1/2/2017,15:00,1.146,1.09
1/2/2017,15:06,1.153,1.111
1/2/2017,15:12,1.158,1.122
1/2/2017,15:18,1.162,1.113
1/2/2017,15:24,1.163,1.123
1/2/2017,15:30,1.162,1.14
1/2/2017,15:36,1.159,1.136
1/2/2017,15:42,1.154,1.123
1/2/2017,15:48,1.147,1.124
1/2/2017,15:54,1.138,1.116
1/2/2017,16:00,1.127,1.1
1/2/2017,16:06,1.114,1.088
1/2/2017,16:12,1.099,1.077
1/2/2017,16:18,1.082,1.062
1/2/2017,16:24,1.063,1.024
1/2/2017,16:30,1.042,1.01
1/2/2017,16:36,1.02,1.002
1/2/2017,16:42,0.997,0.979
1/2/2017,16:48,0.972,0.947
1/2/2017,16:54,0.946,0.929
1/2/2017,17:00,0.918,0.908
1/2/2017,17:06,0.89,0.875
1/2/2017,17:12,0.861,0.843
1/2/2017,17:18,0.83,0.813
1/2/2017,17:24,0.799,0.775
1/2/2017,17:30,0.768,0.737
1/2/2017,17:36,0.736,0.713
1/2/2017,17:42,0.703,0.679
1/2/2017,17:48,0.67,0.637
1/2/2017,17:54,0.637,0.605
1/2/2017,18:00,0.604,0.575
1/2/2017,18:06,0.57,0.55
1/2/2017,18:12,0.537,0.504
1/2/2017,18:18,0.503,0.481
1/2/2017,18:24,0.47,0.445
1/2/2017,18:30,0.437,0.396
1/2/2017,18:36,0.405,0.352
1/2/2017,18:42,0.373,0.315
1/2/2017,18:48,0.341,0.297
1/2/2017,18:54,0.31,0.256
1/2/2017,19:00,0.28,0.206
1/2/2017,19:06,0.251,0.167
1/2/2017,19:12,0.223,0.132
1/2/2017,19:18,0.196,0.106
1/2/2017,19:24,0.17,0.084
1/2/2017,19:30,0.145,0.072
1/2/2017,19:36,0.122,0.051
1/2/2017,19:42,0.1,0.018
1/2/2017,19:48,0.079,-0.006
1/2/2017,19:54,0.061,-0.024
1/2/2017,20:00,0.044,-0.033
1/2/2017,20:06,0.028,-0.042
1/2/2017,20:12,0.015,-0.068
1/2/2017,20:18,0.003,-0.085
1/2/2017,20:24,-0.007,-0.084
1/2/2017,20:30,-0.015,-0.091
1/2/2017,20:36,-0.022,-0.094
1/2/2017,20:42,-0.026,-0.087
1/2/2017,20:48,-0.029,-0.086
1/2/2017,20:54,-0.03,-0.077
1/2/2017,21:00,-0.03,-0.076
1/2/2017,21:06,-0.028,-0.07
1/2/2017,21:12,-0.024,-0.064
1/2/2017,21:18,-0.019,-0.064
1/2/2017,21:24,-0.013,-0.058
1/2/2017,21:30,-0.006,-0.059
1/2/2017,21:36,0.002,-0.054
1/2/2017,21:42,0.012,-0.043
1/2/2017,21:48,0.022,-0.031
1/2/2017,21:54,0.033,-0.018
1/2/2017,22:00,0.044,0
1/2/2017,22:06,0.056,0.006
1/2/2017,22:12,0.069,0.023
1/2/2017,22:18,0.082,0.042
1/2/2017,22:24,0.095,0.056
1/2/2017,22:30,0.109,0.065
1/2/2017,22:36,0.123,0.074
1/2/2017,22:42,0.137,0.089
1/2/2017,22:48,0.152,0.099
1/2/2017,22:54,0.166,0.114
1/2/2017,23:00,0.181,0.135
1/2/2017,23:06,0.195,0.157
