#Predicted and verified water level from NOAA CO-OPS,,,
#Station CPTR1 (8452944) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
12/31/2016,8:30,0.111,0.05
12/31/2016,8:36,0.13,0.06
12/31/2016,8:42,0.15,0.077
12/31/2016,8:48,0.17,0.089
12/31/2016,8:54,0.191,0.106
12/31/2016,9:00,0.212,0.128
12/31/2016,9:06,0.232,0.148
12/31/2016,9:12,0.253,0.169
12/31/2016,9:18,0.274,0.19
12/31/2016,9:24,0.295,0.218
12/31/2016,9:30,0.316,0.234
12/31/2016,9:36,0.337,0.258
12/31/2016,9:42,0.359,0.284
12/31/2016,9:48,0.38,0.316
12/31/2016,9:54,0.401,0.345
12/31/2016,10:00,0.423,0.375
12/31/2016,10:06,0.445,0.41
12/31/2016,10:12,0.468,0.442
12/31/2016,10:18,0.491,0.472
12/31/2016,10:24,0.514,0.5
12/31/2016,10:30,0.538,0.528
12/31/2016,10:36,0.562,0.557
12/31/2016,10:42,0.587,0.59
12/31/2016,10:48,0.612,0.621
12/31/2016,10:54,0.638,0.648
12/31/2016,11:00,0.665,0.673
12/31/2016,11:06,0.692,0.698
12/31/2016,11:12,0.72,0.717
12/31/2016,11:18,0.749,0.734
12/31/2016,11:24,0.778,0.758
12/31/2016,11:30,0.807,0.787
12/31/2016,11:36,0.837,0.807
12/31/2016,11:42,0.867,0.837
12/31/2016,11:48,0.897,0.868
12/31/2016,11:54,0.927,0.893
12/31/2016,12:00,0.957,0.925
12/31/2016,12:06,0.987,0.954
12/31/2016,12:12,1.017,0.991
12/31/2016,12:18,1.046,1.018
12/31/2016,12:24,1.075,1.052
12/31/2016,12:30,1.103,1.086
12/31/2016,12:36,1.13,1.117
12/31/2016,12:42,1.156,1.145
12/31/2016,12:48,1.181,1.177
12/31/2016,12:54,1.205,1.208
12/31/2016,13:00,1.227,1.239
12/31/2016,13:06,1.248,1.268
12/31/2016,13:12,1.267,1.301
12/31/2016,13:18,1.284,1.329
12/31/2016,13:24,1.299,1.349
12/31/2016,13:30,1.313,1.367
12/31/2016,13:36,1.324,1.386
12/31/2016,13:42,1.333,1.406
12/31/2016,13:48,1.34,1.418
12/31/2016,13:54,1.345,1.428
12/31/2016,14:00,1.347,1.434
12/31/2016,14:06,1.347,1.441
12/31/2016,14:12,1.345,1.441
12/31/2016,14:18,1.34,1.436
12/31/2016,14:24,1.333,1.426
12/31/2016,14:30,1.324,1.418
12/31/2016,14:36,1.312,1.41
12/31/2016,14:42,1.298,1.397
12/31/2016,14:48,1.282,1.383
12/31/2016,14:54,1.264,1.37
12/31/2016,15:00,1.244,1.344
12/31/2016,15:06,1.222,1.325
12/31/2016,15:12,1.198,1.299
12/31/2016,15:18,1.173,1.275
12/31/2016,15:24,1.146,1.247
12/31/2016,15:30,1.117,1.218
12/31/2016,15:36,1.087,1.185
12/31/2016,15:42,1.056,1.154
12/31/2016,15:48,1.024,1.117
12/31/2016,15:54,0.991,1.083
12/31/2016,16:00,0.957,1.047
12/31/2016,16:06,0.922,1.014
12/31/2016,16:12,0.887,0.973
12/31/2016,16:18,0.851,0.935
12/31/2016,16:24,0.815,0.889
12/31/2016,16:30,0.779,0.845
12/31/2016,16:36,0.742,0.796
12/31/2016,16:42,0.705,0.752
12/31/2016,16:48,0.669,0.709
12/31/2016,16:54,0.632,0.664
12/31/2016,17:00,0.596,0.619
12/31/2016,17:06,0.559,0.579
12/31/2016,17:12,0.524,0.535
12/31/2016,17:18,0.488,0.49
12/31/2016,17:24,0.453,0.446
12/31/2016,17:30,0.419,0.407
12/31/2016,17:36,0.385,0.374
12/31/2016,17:42,0.352,0.342
12/31/2016,17:48,0.32,0.317
12/31/2016,17:54,0.288,0.292
12/31/2016,18:00,0.258,0.268
12/31/2016,18:06,0.229,0.243
12/31/2016,18:12,0.201,0.219
12/31/2016,18:18,0.174,0.202
12/31/2016,18:24,0.148,0.181
12/31/2016,18:30,0.124,0.159
12/31/2016,18:36,0.102,0.144
12/31/2016,18:42,0.081,0.134
12/31/2016,18:48,0.062,0.134
12/31/2016,18:54,0.044,0.132
12/31/2016,19:00,0.029,0.127
12/31/2016,19:06,0.015,0.124
12/31/2016,19:12,0.004,0.125
12/31/2016,19:18,-0.006,0.122
12/31/2016,19:24,-0.014,0.121
12/31/2016,19:30,-0.019,0.125
12/31/2016,19:36,-0.023,0.13
12/31/2016,19:42,-0.025,0.143
12/31/2016,19:48,-0.025,0.157
12/31/2016,19:54,-0.023,0.173
12/31/2016,20:00,-0.019,0.188
12/31/2016,20:06,-0.014,0.201
12/31/2016,20:12,-0.007,0.215
12/31/2016,20:18,0.001,0.233
12/31/2016,20:24,0.011,0.247
12/31/2016,20:30,0.022,0.265
12/31/2016,20:36,0.033,0.282
12/31/2016,20:42,0.046,0.298
12/31/2016,20:48,0.06,0.316
12/31/2016,20:54,0.074,0.335
12/31/2016,21:00,0.089,0.352
12/31/2016,21:06,0.104,0.368
12/31/2016,21:12,0.119,0.382
12/31/2016,21:18,0.135,0.401
12/31/2016,21:24,0.152,0.419
12/31/2016,21:30,0.168,0.434
12/31/2016,21:36,0.184,0.448
12/31/2016,21:42,0.201,0.465
12/31/2016,21:48,0.218,0.483
12/31/2016,21:54,0.235,0.502
12/31/2016,22:00,0.252,0.518
12/31/2016,22:06,0.269,0.535
12/31/2016,22:12,0.287,0.551
12/31/2016,22:18,0.304,0.57
12/31/2016,22:24,0.322,0.59
12/31/2016,22:30,0.341,0.607
12/31/2016,22:36,0.36,0.628
12/31/2016,22:42,0.379,0.653
12/31/2016,22:48,0.399,0.675
12/31/2016,22:54,0.42,0.698
12/31/2016,23:00,0.441,0.726
12/31/2016,23:06,0.463,0.75
12/31/2016,23:12,0.486,0.776
12/31/2016,23:18,0.51,0.803
12/31/2016,23:24,0.534,0.831
12/31/2016,23:30,0.559,0.864
12/31/2016,23:36,0.585,0.897
12/31/2016,23:42,0.611,0.927
12/31/2016,23:48,0.638,0.963
12/31/2016,23:54,0.666,1
1/1/2017,0:00,0.687,1.036
1/1/2017,0:06,0.715,1.07
1/1/2017,0:12,0.744,1.107
1/1/2017,0:18,0.772,1.136
1/1/2017,0:24,0.801,1.167
1/1/2017,0:30,0.83,1.197
1/1/2017,0:36,0.858,1.227
1/1/2017,0:42,0.887,1.258
1/1/2017,0:48,0.915,1.288
1/1/2017,0:54,0.942,1.313
1/1/2017,1:00,0.968,1.338
1/1/2017,1:06,0.994,1.361
1/1/2017,1:12,1.019,1.377
1/1/2017,1:18,1.042,1.397
1/1/2017,1:24,1.064,1.412
1/1/2017,1:30,1.085,1.423
1/1/2017,1:36,1.104,1.431
1/1/2017,1:42,1.121,1.446
1/1/2017,1:48,1.137,1.458
1/1/2017,1:54,1.15,1.464
1/1/2017,2:00,1.162,1.463
1/1/2017,2:06,1.171,1.465
1/1/2017,2:12,1.178,1.468
1/1/2017,2:18,1.183,1.45
1/1/2017,2:24,1.186,1.435
1/1/2017,2:30,1.186,1.421
1/1/2017,2:36,1.183,1.406
1/1/2017,2:42,1.179,1.385
1/1/2017,2:48,1.172,1.365
1/1/2017,2:54,1.162,1.352
1/1/2017,3:00,1.151,1.339
1/1/2017,3:06,1.137,1.329
1/1/2017,3:12,1.12,1.316
1/1/2017,3:18,1.102,1.304
1/1/2017,3:24,1.082,1.282
1/1/2017,3:30,1.06,1.256
1/1/2017,3:36,1.036,1.24
1/1/2017,3:42,1.01,1.217
1/1/2017,3:48,0.983,1.198
1/1/2017,3:54,0.954,1.176
1/1/2017,4:00,0.924,1.155
1/1/2017,4:06,0.893,1.126
1/1/2017,4:12,0.862,1.09
1/1/2017,4:18,0.829,1.064
1/1/2017,4:24,0.795,1.031
1/1/2017,4:30,0.761,0.993
1/1/2017,4:36,0.727,0.963
1/1/2017,4:42,0.692,0.931
1/1/2017,4:48,0.657,0.903
1/1/2017,4:54,0.622,0.861
1/1/2017,5:00,0.587,0.823
1/1/2017,5:06,0.553,0.783
1/1/2017,5:12,0.518,0.743
1/1/2017,5:18,0.484,0.702
1/1/2017,5:24,0.45,0.655
1/1/2017,5:30,0.417,0.612
1/1/2017,5:36,0.384,0.583
1/1/2017,5:42,0.352,0.548
1/1/2017,5:48,0.32,0.509
1/1/2017,5:54,0.289,0.472
1/1/2017,6:00,0.26,0.449
1/1/2017,6:06,0.231,0.419
1/1/2017,6:12,0.203,0.378
1/1/2017,6:18,0.176,0.334
1/1/2017,6:24,0.151,0.292
1/1/2017,6:30,0.127,0.255
1/1/2017,6:36,0.104,0.219
1/1/2017,6:42,0.082,0.188
1/1/2017,6:48,0.062,0.157
1/1/2017,6:54,0.044,0.134
1/1/2017,7:00,0.027,0.112
1/1/2017,7:06,0.012,0.082
1/1/2017,7:12,-0.001,0.057
1/1/2017,7:18,-0.012,0.03
1/1/2017,7:24,-0.021,0.013
1/1/2017,7:30,-0.029,-0.003
1/1/2017,7:36,-0.034,-0.013
1/1/2017,7:42,-0.037,-0.023
1/1/2017,7:48,-0.038,-0.03
1/1/2017,7:54,-0.037,-0.033
1/1/2017,8:00,-0.034,-0.039
1/1/2017,8:06,-0.029,-0.049
1/1/2017,8:12,-0.022,-0.051
1/1/2017,8:18,-0.013,-0.048
1/1/2017,8:24,-0.003,-0.039
1/1/2017,8:30,0.009,-0.026
1/1/2017,8:36,0.023,-0.01
1/1/2017,8:42,0.038,0.01
1/1/2017,8:48,0.055,0.024
1/1/2017,8:54,0.072,0.04
1/1/2017,9:00,0.091,0.059
1/1/2017,9:06,0.11,0.083
1/1/2017,9:12,0.131,0.107
1/1/2017,9:18,0.151,0.122
1/1/2017,9:24,0.173,0.141
1/1/2017,9:30,0.194,0.163
1/1/2017,9:36,0.216,0.19
1/1/2017,9:42,0.238,0.209
1/1/2017,9:48,0.26,0.227
1/1/2017,9:54,0.281,0.253
1/1/2017,10:00,0.303,0.279
1/1/2017,10:06,0.325,0.307
1/1/2017,10:12,0.346,0.328
1/1/2017,10:18,0.368,0.348
1/1/2017,10:24,0.389,0.37
1/1/2017,10:30,0.41,0.394
1/1/2017,10:36,0.431,0.415
1/1/2017,10:42,0.452,0.439
1/1/2017,10:48,0.473,0.462
1/1/2017,10:54,0.494,0.486
1/1/2017,11:00,0.515,0.505
1/1/2017,11:06,0.537,0.528
1/1/2017,11:12,0.558,0.555
1/1/2017,11:18,0.58,0.587
1/1/2017,11:24,0.603,0.612
1/1/2017,11:30,0.626,0.637
1/1/2017,11:36,0.649,0.671
1/1/2017,11:42,0.673,0.712
1/1/2017,11:48,0.697,0.743
1/1/2017,11:54,0.722,0.775
1/1/2017,12:00,0.748,0.804
1/1/2017,12:06,0.774,0.839
1/1/2017,12:12,0.8,0.872
1/1/2017,12:18,0.827,0.904
1/1/2017,12:24,0.855,0.938
1/1/2017,12:30,0.882,0.974
1/1/2017,12:36,0.91,1.004
1/1/2017,12:42,0.939,1.028
1/1/2017,12:48,0.967,1.053
1/1/2017,12:54,0.995,1.071
1/1/2017,13:00,1.023,1.093
1/1/2017,13:06,1.05,1.11
1/1/2017,13:12,1.077,1.133
1/1/2017,13:18,1.104,1.153
1/1/2017,13:24,1.129,1.173
1/1/2017,13:30,1.154,1.192
1/1/2017,13:36,1.178,1.204
1/1/2017,13:42,1.2,1.21
1/1/2017,13:48,1.221,1.219
1/1/2017,13:54,1.241,1.233
1/1/2017,14:00,1.258,1.251
1/1/2017,14:06,1.274,1.266
1/1/2017,14:12,1.289,1.274
1/1/2017,14:18,1.301,1.287
1/1/2017,14:24,1.311,1.292
1/1/2017,14:30,1.319,1.289
1/1/2017,14:36,1.324,1.288
1/1/2017,14:42,1.328,1.288
1/1/2017,14:48,1.329,1.286
1/1/2017,14:54,1.327,1.28
1/1/2017,15:00,1.323,1.276
1/1/2017,15:06,1.317,1.269
1/1/2017,15:12,1.308,1.258
1/1/2017,15:18,1.297,1.242
1/1/2017,15:24,1.283,1.232
1/1/2017,15:30,1.268,1.213
1/1/2017,15:36,1.25,1.203
1/1/2017,15:42,1.229,1.168
1/1/2017,15:48,1.207,1.152
1/1/2017,15:54,1.183,1.123
1/1/2017,16:00,1.157,1.092
1/1/2017,16:06,1.13,1.06
1/1/2017,16:12,1.101,1.022
1/1/2017,16:18,1.071,0.995
1/1/2017,16:24,1.039,0.963
1/1/2017,16:30,1.006,0.924
1/1/2017,16:36,0.972,0.889
1/1/2017,16:42,0.938,0.847
1/1/2017,16:48,0.903,0.798
1/1/2017,16:54,0.867,0.749
1/1/2017,17:00,0.831,0.714
1/1/2017,17:06,0.794,0.672
1/1/2017,17:12,0.758,0.624
1/1/2017,17:18,0.721,0.581
1/1/2017,17:24,0.684,0.54
1/1/2017,17:30,0.648,0.5
1/1/2017,17:36,0.612,0.454
1/1/2017,17:42,0.576,0.407
1/1/2017,17:48,0.54,0.371
1/1/2017,17:54,0.505,0.331
1/1/2017,18:00,0.47,0.298
1/1/2017,18:06,0.436,0.259
1/1/2017,18:12,0.403,0.228
1/1/2017,18:18,0.37,0.197
1/1/2017,18:24,0.338,0.164
1/1/2017,18:30,0.307,0.129
1/1/2017,18:36,0.277,0.098
1/1/2017,18:42,0.248,0.065
1/1/2017,18:48,0.22,0.035
1/1/2017,18:54,0.194,0.014
1/1/2017,19:00,0.168,-0.007
1/1/2017,19:06,0.144,-0.027
1/1/2017,19:12,0.121,-0.046
1/1/2017,19:18,0.1,-0.061
1/1/2017,19:24,0.08,-0.071
1/1/2017,19:30,0.062,-0.08
1/1/2017,19:36,0.046,-0.079
1/1/2017,19:42,0.032,-0.079
1/1/2017,19:48,0.019,-0.078
1/1/2017,19:54,0.008,-0.074
1/1/2017,20:00,0,-0.068
1/1/2017,20:06,-0.007,-0.054
1/1/2017,20:12,-0.012,-0.044
1/1/2017,20:18,-0.014,-0.029
1/1/2017,20:24,-0.015,-0.016
1/1/2017,20:30,-0.014,-0.003
1/1/2017,20:36,-0.011,0.012
1/1/2017,20:42,-0.006,0.025
1/1/2017,20:48,0,0.028
1/1/2017,20:54,0.008,0.041
1/1/2017,21:00,0.018,0.051
1/1/2017,21:06,0.029,0.062
1/1/2017,21:12,0.041,0.066
1/1/2017,21:18,0.054,0.071
1/1/2017,21:24,0.069,0.08
1/1/2017,21:30,0.084,0.086
1/1/2017,21:36,0.1,0.094
1/1/2017,21:42,0.116,0.098
1/1/2017,21:48,0.133,0.102
1/1/2017,21:54,0.15,0.114
1/1/2017,22:00,0.167,0.117
1/1/2017,22:06,0.185,0.121
1/1/2017,22:12,0.202,0.128
1/1/2017,22:18,0.22,0.139
1/1/2017,22:24,0.237,0.151
1/1/2017,22:30,0.254,0.162
1/1/2017,22:36,0.271,0.173
1/1/2017,22:42,0.288,0.182
1/1/2017,22:48,0.305,0.193
1/1/2017,22:54,0.322,0.205
1/1/2017,23:00,0.338,0.218
1/1/2017,23:06,0.355,0.234
1/1/2017,23:12,0.372,0.256
1/1/2017,23:18,0.389,0.273
1/1/2017,23:24,0.406,0.294
1/1/2017,23:30,0.423,0.31
1/1/2017,23:36,0.441,0.335
1/1/2017,23:42,0.46,0.36
1/1/2017,23:48,0.479,0.383
1/1/2017,23:54,0.498,0.408
1/2/2017,0:00,0.518,0.438
1/2/2017,0:06,0.539,0.47
1/2/2017,0:12,0.561,0.506
1/2/2017,0:18,0.583,0.54
1/2/2017,0:24,0.606,0.577
1/2/2017,0:30,0.63,0.61
1/2/2017,0:36,0.655,0.642
1/2/2017,0:42,0.68,0.671
1/2/2017,0:48,0.706,0.696
1/2/2017,0:54,0.733,0.728
1/2/2017,1:00,0.759,0.758
1/2/2017,1:06,0.787,0.788
1/2/2017,1:12,0.814,0.814
1/2/2017,1:18,0.842,0.843
1/2/2017,1:24,0.869,0.863
1/2/2017,1:30,0.897,0.888
1/2/2017,1:36,0.923,0.913
1/2/2017,1:42,0.95,0.937
1/2/2017,1:48,0.976,0.966
1/2/2017,1:54,1.001,1.003
1/2/2017,2:00,1.025,1.03
1/2/2017,2:06,1.048,1.051
1/2/2017,2:12,1.069,1.069
1/2/2017,2:18,1.089,1.095
1/2/2017,2:24,1.108,1.114
1/2/2017,2:30,1.125,1.133
1/2/2017,2:36,1.139,1.154
1/2/2017,2:42,1.152,1.183
1/2/2017,2:48,1.163,1.201
1/2/2017,2:54,1.172,1.211
1/2/2017,3:00,1.178,1.219
1/2/2017,3:06,1.182,1.225
1/2/2017,3:12,1.183,1.226
1/2/2017,3:18,1.182,1.228
1/2/2017,3:24,1.179,1.234
1/2/2017,3:30,1.173,1.24
1/2/2017,3:36,1.165,1.242
1/2/2017,3:42,1.154,1.237
1/2/2017,3:48,1.141,1.221
1/2/2017,3:54,1.126,1.208
1/2/2017,4:00,1.108,1.197
1/2/2017,4:06,1.089,1.183
1/2/2017,4:12,1.067,1.171
1/2/2017,4:18,1.044,1.154
1/2/2017,4:24,1.018,1.133
1/2/2017,4:30,0.991,1.109
1/2/2017,4:36,0.963,1.073
1/2/2017,4:42,0.933,1.039
1/2/2017,4:48,0.902,1.008
1/2/2017,4:54,0.87,0.972
1/2/2017,5:00,0.838,0.934
1/2/2017,5:06,0.804,0.9
1/2/2017,5:12,0.77,0.859
1/2/2017,5:18,0.735,0.823
1/2/2017,5:24,0.701,0.786
1/2/2017,5:30,0.665,0.751
1/2/2017,5:36,0.63,0.712
1/2/2017,5:42,0.595,0.678
1/2/2017,5:48,0.561,0.645
1/2/2017,5:54,0.526,0.613
1/2/2017,6:00,0.492,0.575
1/2/2017,6:06,0.458,0.538
1/2/2017,6:12,0.425,0.502
1/2/2017,6:18,0.393,0.466
1/2/2017,6:24,0.361,0.426
1/2/2017,6:30,0.33,0.39
1/2/2017,6:36,0.3,0.354
1/2/2017,6:42,0.27,0.316
1/2/2017,6:48,0.242,0.28
1/2/2017,6:54,0.215,0.247
1/2/2017,7:00,0.189,0.219
1/2/2017,7:06,0.164,0.2
1/2/2017,7:12,0.14,0.176
1/2/2017,7:18,0.118,0.148
1/2/2017,7:24,0.097,0.127
1/2/2017,7:30,0.077,0.114
1/2/2017,7:36,0.06,0.097
1/2/2017,7:42,0.044,0.078
1/2/2017,7:48,0.029,0.068
1/2/2017,7:54,0.017,0.063
1/2/2017,8:00,0.006,0.056
1/2/2017,8:06,-0.003,0.049
1/2/2017,8:12,-0.01,0.05
1/2/2017,8:18,-0.014,0.049
1/2/2017,8:24,-0.017,0.047
1/2/2017,8:30,-0.018,0.049
1/2/2017,8:36,-0.016,0.055
1/2/2017,8:42,-0.013,0.061
1/2/2017,8:48,-0.007,0.068
1/2/2017,8:54,0,0.079
1/2/2017,9:00,0.009,0.091
1/2/2017,9:06,0.02,0.101
1/2/2017,9:12,0.033,0.111
1/2/2017,9:18,0.047,0.128
1/2/2017,9:24,0.063,0.143
1/2/2017,9:30,0.08,0.155
1/2/2017,9:36,0.098,0.179
1/2/2017,9:42,0.117,0.199
1/2/2017,9:48,0.137,0.214
1/2/2017,9:54,0.158,0.232
1/2/2017,10:00,0.179,0.251
1/2/2017,10:06,0.2,0.262
1/2/2017,10:12,0.222,0.271
1/2/2017,10:18,0.244,0.294
1/2/2017,10:24,0.266,0.316
1/2/2017,10:30,0.287,0.343
1/2/2017,10:36,0.309,0.356
1/2/2017,10:42,0.33,0.378
1/2/2017,10:48,0.351,0.402
1/2/2017,10:54,0.371,0.426
1/2/2017,11:00,0.391,0.433
1/2/2017,11:06,0.411,0.449
1/2/2017,11:12,0.43,0.469
1/2/2017,11:18,0.449,0.492
1/2/2017,11:24,0.468,0.512
1/2/2017,11:30,0.486,0.528
1/2/2017,11:36,0.504,0.539
1/2/2017,11:42,0.523,0.554
1/2/2017,11:48,0.541,0.57
1/2/2017,11:54,0.559,0.584
1/2/2017,12:00,0.578,0.606
1/2/2017,12:06,0.597,0.633
1/2/2017,12:12,0.616,0.659
1/2/2017,12:18,0.636,0.676
1/2/2017,12:24,0.657,0.695
1/2/2017,12:30,0.678,0.717
1/2/2017,12:36,0.699,0.74
1/2/2017,12:42,0.722,0.766
1/2/2017,12:48,0.745,0.792
1/2/2017,12:54,0.768,0.816
1/2/2017,13:00,0.793,0.841
1/2/2017,13:06,0.818,0.865
1/2/2017,13:12,0.843,0.886
1/2/2017,13:18,0.869,0.91
1/2/2017,13:24,0.896,0.934
1/2/2017,13:30,0.922,0.959
1/2/2017,13:36,0.949,0.977
1/2/2017,13:42,0.976,1.006
1/2/2017,13:48,1.003,1.03
1/2/2017,13:54,1.03,1.053
1/2/2017,14:00,1.057,1.069
1/2/2017,14:06,1.082,1.098
1/2/2017,14:12,1.108,1.118
1/2/2017,14:18,1.132,1.137
1/2/2017,14:24,1.155,1.155
1/2/2017,14:30,1.177,1.18
1/2/2017,14:36,1.198,1.187
1/2/2017,14:42,1.217,1.194
1/2/2017,14:48,1.235,1.204
1/2/2017,14:54,1.251,1.23
1/2/2017,15:00,1.265,1.24
1/2/2017,15:06,1.277,1.243
1/2/2017,15:12,1.286,1.251
1/2/2017,15:18,1.294,1.256
1/2/2017,15:24,1.299,1.25
1/2/2017,15:30,1.302,1.242
1/2/2017,15:36,1.302,1.245
1/2/2017,15:42,1.3,1.247
1/2/2017,15:48,1.295,1.244
1/2/2017,15:54,1.288,1.238
1/2/2017,16:00,1.278,1.227
1/2/2017,16:06,1.266,1.219
1/2/2017,16:12,1.252,1.206
1/2/2017,16:18,1.235,1.195
1/2/2017,16:24,1.216,1.181
1/2/2017,16:30,1.195,1.174
1/2/2017,16:36,1.171,1.161
1/2/2017,16:42,1.146,1.144
1/2/2017,16:48,1.119,1.118
1/2/2017,16:54,1.09,1.092
1/2/2017,17:00,1.06,1.07
1/2/2017,17:06,1.029,1.018
1/2/2017,17:12,0.996,0.997
1/2/2017,17:18,0.962,0.96
1/2/2017,17:24,0.927,0.935
1/2/2017,17:30,0.892,0.902
1/2/2017,17:36,0.855,0.862
1/2/2017,17:42,0.819,0.826
1/2/2017,17:48,0.782,0.78
1/2/2017,17:54,0.744,0.741
1/2/2017,18:00,0.707,0.699
1/2/2017,18:06,0.67,0.663
1/2/2017,18:12,0.633,0.617
1/2/2017,18:18,0.596,0.58
1/2/2017,18:24,0.56,0.538
1/2/2017,18:30,0.524,0.504
1/2/2017,18:36,0.488,0.462
1/2/2017,18:42,0.453,0.424
1/2/2017,18:48,0.419,0.391
1/2/2017,18:54,0.385,0.357
1/2/2017,19:00,0.353,0.315
1/2/2017,19:06,0.321,0.274
1/2/2017,19:12,0.29,0.241
1/2/2017,19:18,0.261,0.209
1/2/2017,19:24,0.232,0.172
1/2/2017,19:30,0.205,0.129
1/2/2017,19:36,0.178,0.097
1/2/2017,19:42,0.154,0.068
1/2/2017,19:48,0.13,0.041
1/2/2017,19:54,0.108,0.012
1/2/2017,20:00,0.088,-0.011
1/2/2017,20:06,0.07,-0.03
1/2/2017,20:12,0.053,-0.047
1/2/2017,20:18,0.038,-0.067
1/2/2017,20:24,0.024,-0.084
1/2/2017,20:30,0.013,-0.096
1/2/2017,20:36,0.004,-0.102
1/2/2017,20:42,-0.004,-0.108
1/2/2017,20:48,-0.009,-0.107
1/2/2017,20:54,-0.012,-0.102
1/2/2017,21:00,-0.013,-0.096
1/2/2017,21:06,-0.013,-0.088
1/2/2017,21:12,-0.01,-0.08
1/2/2017,21:18,-0.005,-0.067
1/2/2017,21:24,0.001,-0.048
1/2/2017,21:30,0.009,-0.035
1/2/2017,21:36,0.019,-0.022
1/2/2017,21:42,0.03,-0.004
1/2/2017,21:48,0.043,0.016
1/2/2017,21:54,0.057,0.038
1/2/2017,22:00,0.072,0.049
1/2/2017,22:06,0.087,0.067
1/2/2017,22:12,0.104,0.085
1/2/2017,22:18,0.121,0.106
1/2/2017,22:24,0.139,0.123
1/2/2017,22:30,0.157,0.132
1/2/2017,22:36,0.175,0.148
1/2/2017,22:42,0.193,0.162
1/2/2017,22:48,0.211,0.174
1/2/2017,22:54,0.229,0.191
1/2/2017,23:00,0.246,0.201
1/2/2017,23:06,0.264,0.216
1/2/2017,23:12,0.281,0.227
1/2/2017,23:18,0.297,0.241
