#Predicted and verified water level from NOAA CO-OPS,,,
#Station MTKN6 (8510560) ,,,
#Measured relative to MLLW ,,,
#Predicted water level every 6 minutes for 2017,,,
#Verified water level every 6 minutes for 2017,,,
#Copied by Grace Kowalski on 07/12/2022,,,
Date,Time (GMT),Predicted (m),Verified (m)
12/31/2016,19:42,0.171,0.282
12/31/2016,19:48,0.156,0.268
12/31/2016,19:54,0.142,0.252
12/31/2016,20:00,0.128,0.251
12/31/2016,20:06,0.114,0.223
12/31/2016,20:12,0.1,0.219
12/31/2016,20:18,0.087,0.201
12/31/2016,20:24,0.073,0.185
12/31/2016,20:30,0.061,0.168
12/31/2016,20:36,0.048,0.145
12/31/2016,20:42,0.037,0.139
12/31/2016,20:48,0.026,0.113
12/31/2016,20:54,0.015,0.1
12/31/2016,21:00,0.005,0.104
12/31/2016,21:06,-0.003,0.086
12/31/2016,21:12,-0.011,0.086
12/31/2016,21:18,-0.018,0.079
12/31/2016,21:24,-0.024,0.08
12/31/2016,21:30,-0.029,0.087
12/31/2016,21:36,-0.033,0.091
12/31/2016,21:42,-0.036,0.084
12/31/2016,21:48,-0.037,0.097
12/31/2016,21:54,-0.037,0.118
12/31/2016,22:00,-0.036,0.109
12/31/2016,22:06,-0.034,0.127
12/31/2016,22:12,-0.031,0.114
12/31/2016,22:18,-0.026,0.125
12/31/2016,22:24,-0.02,0.152
12/31/2016,22:30,-0.013,0.152
12/31/2016,22:36,-0.005,0.17
12/31/2016,22:42,0.004,0.184
12/31/2016,22:48,0.014,0.196
12/31/2016,22:54,0.025,0.232
12/31/2016,23:00,0.037,0.246
12/31/2016,23:06,0.05,0.252
12/31/2016,23:12,0.064,0.272
12/31/2016,23:18,0.078,0.29
12/31/2016,23:24,0.093,0.306
12/31/2016,23:30,0.108,0.342
12/31/2016,23:36,0.124,0.349
12/31/2016,23:42,0.14,0.367
12/31/2016,23:48,0.156,0.386
12/31/2016,23:54,0.173,0.401
1/1/2017,0:00,0.184,0.403
1/1/2017,0:06,0.2,0.422
1/1/2017,0:12,0.216,0.446
1/1/2017,0:18,0.232,0.448
1/1/2017,0:24,0.248,0.471
1/1/2017,0:30,0.264,0.477
1/1/2017,0:36,0.279,0.492
1/1/2017,0:42,0.294,0.491
1/1/2017,0:48,0.309,0.525
1/1/2017,0:54,0.323,0.523
1/1/2017,1:00,0.337,0.53
1/1/2017,1:06,0.35,0.553
1/1/2017,1:12,0.363,0.558
1/1/2017,1:18,0.376,0.574
1/1/2017,1:24,0.387,0.586
1/1/2017,1:30,0.399,0.598
1/1/2017,1:36,0.41,0.591
1/1/2017,1:42,0.42,0.613
1/1/2017,1:48,0.431,0.61
1/1/2017,1:54,0.44,0.628
1/1/2017,2:00,0.449,0.639
1/1/2017,2:06,0.458,0.639
1/1/2017,2:12,0.467,0.663
1/1/2017,2:18,0.475,0.673
1/1/2017,2:24,0.482,0.689
1/1/2017,2:30,0.49,0.702
1/1/2017,2:36,0.496,0.713
1/1/2017,2:42,0.503,0.708
1/1/2017,2:48,0.509,0.741
1/1/2017,2:54,0.514,0.751
1/1/2017,3:00,0.519,0.755
1/1/2017,3:06,0.524,0.767
1/1/2017,3:12,0.527,0.759
1/1/2017,3:18,0.531,0.766
1/1/2017,3:24,0.533,0.781
1/1/2017,3:30,0.535,0.755
1/1/2017,3:36,0.537,0.759
1/1/2017,3:42,0.537,0.767
1/1/2017,3:48,0.537,0.759
1/1/2017,3:54,0.536,0.759
1/1/2017,4:00,0.534,0.729
1/1/2017,4:06,0.532,0.732
1/1/2017,4:12,0.528,0.734
1/1/2017,4:18,0.524,0.711
1/1/2017,4:24,0.519,0.703
1/1/2017,4:30,0.513,0.678
1/1/2017,4:36,0.506,0.655
1/1/2017,4:42,0.499,0.628
1/1/2017,4:48,0.491,0.62
1/1/2017,4:54,0.482,0.592
1/1/2017,5:00,0.473,0.611
1/1/2017,5:06,0.463,0.581
1/1/2017,5:12,0.453,0.557
1/1/2017,5:18,0.443,0.553
1/1/2017,5:24,0.432,0.541
1/1/2017,5:30,0.421,0.54
1/1/2017,5:36,0.41,0.507
1/1/2017,5:42,0.398,0.478
1/1/2017,5:48,0.387,0.493
1/1/2017,5:54,0.375,0.486
1/1/2017,6:00,0.364,0.458
1/1/2017,6:06,0.353,0.446
1/1/2017,6:12,0.342,0.417
1/1/2017,6:18,0.331,0.435
1/1/2017,6:24,0.32,0.448
1/1/2017,6:30,0.309,0.435
1/1/2017,6:36,0.299,0.418
1/1/2017,6:42,0.289,0.4
1/1/2017,6:48,0.279,0.389
1/1/2017,6:54,0.269,0.391
1/1/2017,7:00,0.26,0.359
1/1/2017,7:06,0.251,0.345
1/1/2017,7:12,0.242,0.323
1/1/2017,7:18,0.233,0.321
1/1/2017,7:24,0.224,0.283
1/1/2017,7:30,0.215,0.284
1/1/2017,7:36,0.207,0.257
1/1/2017,7:42,0.198,0.226
1/1/2017,7:48,0.19,0.229
1/1/2017,7:54,0.182,0.218
1/1/2017,8:00,0.173,0.189
1/1/2017,8:06,0.165,0.169
1/1/2017,8:12,0.157,0.163
1/1/2017,8:18,0.149,0.13
1/1/2017,8:24,0.141,0.126
1/1/2017,8:30,0.133,0.119
1/1/2017,8:36,0.126,0.074
1/1/2017,8:42,0.119,0.07
1/1/2017,8:48,0.112,0.059
1/1/2017,8:54,0.105,0.052
1/1/2017,9:00,0.099,0.031
1/1/2017,9:06,0.093,0.028
1/1/2017,9:12,0.088,0.018
1/1/2017,9:18,0.084,0.024
1/1/2017,9:24,0.08,0.026
1/1/2017,9:30,0.077,0.028
1/1/2017,9:36,0.074,0.029
1/1/2017,9:42,0.073,0.037
1/1/2017,9:48,0.072,0.042
1/1/2017,9:54,0.072,0.042
1/1/2017,10:00,0.073,0.054
1/1/2017,10:06,0.075,0.066
1/1/2017,10:12,0.078,0.043
1/1/2017,10:18,0.083,0.063
1/1/2017,10:24,0.088,0.068
1/1/2017,10:30,0.094,0.078
1/1/2017,10:36,0.101,0.109
1/1/2017,10:42,0.11,0.122
1/1/2017,10:48,0.119,0.117
1/1/2017,10:54,0.129,0.144
1/1/2017,11:00,0.141,0.173
1/1/2017,11:06,0.153,0.191
1/1/2017,11:12,0.166,0.194
1/1/2017,11:18,0.18,0.229
1/1/2017,11:24,0.194,0.198
1/1/2017,11:30,0.209,0.23
1/1/2017,11:36,0.225,0.245
1/1/2017,11:42,0.242,0.254
1/1/2017,11:48,0.259,0.242
1/1/2017,11:54,0.276,0.272
1/1/2017,12:00,0.293,0.276
1/1/2017,12:06,0.311,0.289
1/1/2017,12:12,0.329,0.304
1/1/2017,12:18,0.347,0.314
1/1/2017,12:24,0.364,0.32
1/1/2017,12:30,0.382,0.35
1/1/2017,12:36,0.399,0.353
1/1/2017,12:42,0.417,0.368
1/1/2017,12:48,0.433,0.374
1/1/2017,12:54,0.45,0.388
1/1/2017,13:00,0.466,0.422
1/1/2017,13:06,0.481,0.436
1/1/2017,13:12,0.496,0.436
1/1/2017,13:18,0.511,0.459
1/1/2017,13:24,0.525,0.457
1/1/2017,13:30,0.538,0.477
1/1/2017,13:36,0.551,0.481
1/1/2017,13:42,0.563,0.5
1/1/2017,13:48,0.574,0.503
1/1/2017,13:54,0.585,0.516
1/1/2017,14:00,0.596,0.544
1/1/2017,14:06,0.605,0.555
1/1/2017,14:12,0.615,0.548
1/1/2017,14:18,0.623,0.593
1/1/2017,14:24,0.631,0.595
1/1/2017,14:30,0.639,0.605
1/1/2017,14:36,0.646,0.618
1/1/2017,14:42,0.653,0.624
1/1/2017,14:48,0.659,0.617
1/1/2017,14:54,0.665,0.641
1/1/2017,15:00,0.67,0.643
1/1/2017,15:06,0.675,0.653
1/1/2017,15:12,0.679,0.672
1/1/2017,15:18,0.682,0.676
1/1/2017,15:24,0.686,0.672
1/1/2017,15:30,0.688,0.674
1/1/2017,15:36,0.69,0.675
1/1/2017,15:42,0.692,0.678
1/1/2017,15:48,0.692,0.676
1/1/2017,15:54,0.692,0.655
1/1/2017,16:00,0.692,0.659
1/1/2017,16:06,0.69,0.657
1/1/2017,16:12,0.688,0.631
1/1/2017,16:18,0.685,0.624
1/1/2017,16:24,0.681,0.599
1/1/2017,16:30,0.676,0.619
1/1/2017,16:36,0.671,0.598
1/1/2017,16:42,0.664,0.565
1/1/2017,16:48,0.657,0.555
1/1/2017,16:54,0.649,0.557
1/1/2017,17:00,0.64,0.564
1/1/2017,17:06,0.63,0.536
1/1/2017,17:12,0.62,0.511
1/1/2017,17:18,0.609,0.504
1/1/2017,17:24,0.597,0.514
1/1/2017,17:30,0.584,0.483
1/1/2017,17:36,0.571,0.461
1/1/2017,17:42,0.558,0.443
1/1/2017,17:48,0.544,0.446
1/1/2017,17:54,0.53,0.437
1/1/2017,18:00,0.515,0.424
1/1/2017,18:06,0.501,0.39
1/1/2017,18:12,0.486,0.377
1/1/2017,18:18,0.471,0.379
1/1/2017,18:24,0.456,0.368
1/1/2017,18:30,0.441,0.352
1/1/2017,18:36,0.426,0.328
1/1/2017,18:42,0.411,0.335
1/1/2017,18:48,0.397,0.32
1/1/2017,18:54,0.382,0.305
1/1/2017,19:00,0.368,0.3
1/1/2017,19:06,0.354,0.27
1/1/2017,19:12,0.34,0.264
1/1/2017,19:18,0.326,0.258
1/1/2017,19:24,0.312,0.242
1/1/2017,19:30,0.298,0.234
1/1/2017,19:36,0.285,0.219
1/1/2017,19:42,0.271,0.197
1/1/2017,19:48,0.258,0.196
1/1/2017,19:54,0.245,0.187
1/1/2017,20:00,0.232,0.163
1/1/2017,20:06,0.218,0.151
1/1/2017,20:12,0.205,0.138
1/1/2017,20:18,0.192,0.128
1/1/2017,20:24,0.179,0.105
1/1/2017,20:30,0.166,0.087
1/1/2017,20:36,0.153,0.074
1/1/2017,20:42,0.141,0.068
1/1/2017,20:48,0.128,0.054
1/1/2017,20:54,0.115,0.039
1/1/2017,21:00,0.103,0.025
1/1/2017,21:06,0.091,0.008
1/1/2017,21:12,0.079,0.004
1/1/2017,21:18,0.068,-0.02
1/1/2017,21:24,0.057,-0.016
1/1/2017,21:30,0.046,-0.037
1/1/2017,21:36,0.036,-0.043
1/1/2017,21:42,0.027,-0.047
1/1/2017,21:48,0.018,-0.062
1/1/2017,21:54,0.01,-0.06
1/1/2017,22:00,0.002,-0.065
1/1/2017,22:06,-0.004,-0.06
1/1/2017,22:12,-0.01,-0.082
1/1/2017,22:18,-0.014,-0.071
1/1/2017,22:24,-0.018,-0.065
1/1/2017,22:30,-0.02,-0.073
1/1/2017,22:36,-0.022,-0.071
1/1/2017,22:42,-0.022,-0.068
1/1/2017,22:48,-0.021,-0.066
1/1/2017,22:54,-0.019,-0.057
1/1/2017,23:00,-0.016,-0.048
1/1/2017,23:06,-0.012,-0.035
1/1/2017,23:12,-0.006,-0.021
1/1/2017,23:18,0,-0.026
1/1/2017,23:24,0.008,-0.01
1/1/2017,23:30,0.017,0.017
1/1/2017,23:36,0.026,0.017
1/1/2017,23:42,0.037,0.028
1/1/2017,23:48,0.049,0.052
1/1/2017,23:54,0.061,0.059
1/2/2017,0:00,0.074,0.083
1/2/2017,0:06,0.088,0.106
1/2/2017,0:12,0.103,0.119
1/2/2017,0:18,0.118,0.119
1/2/2017,0:24,0.134,0.14
1/2/2017,0:30,0.149,0.159
1/2/2017,0:36,0.166,0.168
1/2/2017,0:42,0.182,0.189
1/2/2017,0:48,0.198,0.185
1/2/2017,0:54,0.215,0.216
1/2/2017,1:00,0.231,0.235
1/2/2017,1:06,0.247,0.243
1/2/2017,1:12,0.264,0.258
1/2/2017,1:18,0.279,0.267
1/2/2017,1:24,0.295,0.303
1/2/2017,1:30,0.31,0.307
1/2/2017,1:36,0.325,0.31
1/2/2017,1:42,0.339,0.342
1/2/2017,1:48,0.353,0.37
1/2/2017,1:54,0.366,0.38
1/2/2017,2:00,0.379,0.375
1/2/2017,2:06,0.391,0.41
1/2/2017,2:12,0.402,0.422
1/2/2017,2:18,0.414,0.439
1/2/2017,2:24,0.424,0.455
1/2/2017,2:30,0.434,0.472
1/2/2017,2:36,0.444,0.488
1/2/2017,2:42,0.453,0.502
1/2/2017,2:48,0.462,0.532
1/2/2017,2:54,0.47,0.533
1/2/2017,3:00,0.478,0.538
1/2/2017,3:06,0.485,0.561
1/2/2017,3:12,0.492,0.598
1/2/2017,3:18,0.498,0.578
1/2/2017,3:24,0.504,0.597
1/2/2017,3:30,0.51,0.613
1/2/2017,3:36,0.515,0.614
1/2/2017,3:42,0.52,0.631
1/2/2017,3:48,0.524,0.615
1/2/2017,3:54,0.528,0.632
1/2/2017,4:00,0.532,0.639
1/2/2017,4:06,0.534,0.64
1/2/2017,4:12,0.537,0.632
1/2/2017,4:18,0.538,0.644
1/2/2017,4:24,0.539,0.638
1/2/2017,4:30,0.539,0.613
1/2/2017,4:36,0.539,0.648
1/2/2017,4:42,0.538,0.628
1/2/2017,4:48,0.536,0.599
1/2/2017,4:54,0.533,0.61
1/2/2017,5:00,0.53,0.637
1/2/2017,5:06,0.525,0.574
1/2/2017,5:12,0.52,0.587
1/2/2017,5:18,0.515,0.599
1/2/2017,5:24,0.508,0.568
1/2/2017,5:30,0.501,0.542
1/2/2017,5:36,0.493,0.572
1/2/2017,5:42,0.485,0.542
1/2/2017,5:48,0.476,0.526
1/2/2017,5:54,0.466,0.511
1/2/2017,6:00,0.456,0.531
1/2/2017,6:06,0.446,0.488
1/2/2017,6:12,0.435,0.484
1/2/2017,6:18,0.424,0.498
1/2/2017,6:24,0.413,0.466
1/2/2017,6:30,0.401,0.456
1/2/2017,6:36,0.39,0.455
1/2/2017,6:42,0.379,0.469
1/2/2017,6:48,0.367,0.415
1/2/2017,6:54,0.356,0.434
1/2/2017,7:00,0.345,0.461
1/2/2017,7:06,0.335,0.394
1/2/2017,7:12,0.324,0.413
1/2/2017,7:18,0.314,0.424
1/2/2017,7:24,0.304,0.396
1/2/2017,7:30,0.294,0.364
1/2/2017,7:36,0.284,0.394
1/2/2017,7:42,0.275,0.372
1/2/2017,7:48,0.266,0.343
1/2/2017,7:54,0.257,0.351
1/2/2017,8:00,0.249,0.36
1/2/2017,8:06,0.24,0.302
1/2/2017,8:12,0.232,0.305
1/2/2017,8:18,0.224,0.323
1/2/2017,8:24,0.216,0.284
1/2/2017,8:30,0.208,0.269
1/2/2017,8:36,0.201,0.259
1/2/2017,8:42,0.193,0.281
1/2/2017,8:48,0.185,0.242
1/2/2017,8:54,0.178,0.234
1/2/2017,9:00,0.17,0.243
1/2/2017,9:06,0.163,0.214
1/2/2017,9:12,0.156,0.196
1/2/2017,9:18,0.149,0.223
1/2/2017,9:24,0.142,0.205
1/2/2017,9:30,0.135,0.175
1/2/2017,9:36,0.128,0.18
1/2/2017,9:42,0.122,0.209
1/2/2017,9:48,0.116,0.177
1/2/2017,9:54,0.11,0.172
1/2/2017,10:00,0.105,0.18
1/2/2017,10:06,0.1,0.18
1/2/2017,10:12,0.096,0.154
1/2/2017,10:18,0.093,0.197
1/2/2017,10:24,0.09,0.187
1/2/2017,10:30,0.088,0.175
1/2/2017,10:36,0.086,0.183
1/2/2017,10:42,0.086,0.192
1/2/2017,10:48,0.086,0.161
1/2/2017,10:54,0.087,0.209
1/2/2017,11:00,0.089,0.16
1/2/2017,11:06,0.093,0.208
1/2/2017,11:12,0.097,0.183
1/2/2017,11:18,0.102,0.194
1/2/2017,11:24,0.108,0.214
1/2/2017,11:30,0.115,0.208
1/2/2017,11:36,0.124,0.218
1/2/2017,11:42,0.133,0.225
1/2/2017,11:48,0.143,0.235
1/2/2017,11:54,0.155,0.231
1/2/2017,12:00,0.167,0.272
1/2/2017,12:06,0.18,0.271
1/2/2017,12:12,0.193,0.26
1/2/2017,12:18,0.208,0.293
1/2/2017,12:24,0.223,0.334
1/2/2017,12:30,0.239,0.296
1/2/2017,12:36,0.255,0.35
1/2/2017,12:42,0.271,0.357
1/2/2017,12:48,0.288,0.331
1/2/2017,12:54,0.306,0.376
1/2/2017,13:00,0.323,0.404
1/2/2017,13:06,0.34,0.371
1/2/2017,13:12,0.358,0.414
1/2/2017,13:18,0.375,0.417
1/2/2017,13:24,0.392,0.426
1/2/2017,13:30,0.409,0.451
1/2/2017,13:36,0.426,0.437
1/2/2017,13:42,0.442,0.481
1/2/2017,13:48,0.458,0.497
1/2/2017,13:54,0.473,0.487
1/2/2017,14:00,0.488,0.516
1/2/2017,14:06,0.502,0.533
1/2/2017,14:12,0.515,0.538
1/2/2017,14:18,0.528,0.563
1/2/2017,14:24,0.54,0.566
1/2/2017,14:30,0.552,0.57
1/2/2017,14:36,0.563,0.583
1/2/2017,14:42,0.573,0.568
1/2/2017,14:48,0.582,0.629
1/2/2017,14:54,0.591,0.592
1/2/2017,15:00,0.6,0.617
1/2/2017,15:06,0.608,0.636
1/2/2017,15:12,0.615,0.671
1/2/2017,15:18,0.622,0.64
1/2/2017,15:24,0.628,0.697
1/2/2017,15:30,0.634,0.684
1/2/2017,15:36,0.639,0.704
1/2/2017,15:42,0.644,0.712
1/2/2017,15:48,0.648,0.727
1/2/2017,15:54,0.652,0.716
1/2/2017,16:00,0.655,0.716
1/2/2017,16:06,0.658,0.716
1/2/2017,16:12,0.661,0.721
1/2/2017,16:18,0.662,0.732
1/2/2017,16:24,0.664,0.717
1/2/2017,16:30,0.664,0.711
1/2/2017,16:36,0.665,0.721
1/2/2017,16:42,0.664,0.696
1/2/2017,16:48,0.663,0.721
1/2/2017,16:54,0.661,0.707
1/2/2017,17:00,0.658,0.694
1/2/2017,17:06,0.655,0.699
1/2/2017,17:12,0.65,0.675
1/2/2017,17:18,0.645,0.7
1/2/2017,17:24,0.639,0.674
1/2/2017,17:30,0.633,0.622
1/2/2017,17:36,0.625,0.664
1/2/2017,17:42,0.617,0.645
1/2/2017,17:48,0.608,0.607
1/2/2017,17:54,0.598,0.603
1/2/2017,18:00,0.587,0.586
1/2/2017,18:06,0.576,0.558
1/2/2017,18:12,0.564,0.562
1/2/2017,18:18,0.552,0.545
1/2/2017,18:24,0.539,0.511
1/2/2017,18:30,0.526,0.507
1/2/2017,18:36,0.512,0.487
1/2/2017,18:42,0.498,0.467
1/2/2017,18:48,0.483,0.45
1/2/2017,18:54,0.469,0.453
1/2/2017,19:00,0.454,0.409
1/2/2017,19:06,0.44,0.396
1/2/2017,19:12,0.425,0.39
1/2/2017,19:18,0.411,0.369
1/2/2017,19:24,0.397,0.367
1/2/2017,19:30,0.383,0.348
1/2/2017,19:36,0.369,0.346
1/2/2017,19:42,0.355,0.348
1/2/2017,19:48,0.341,0.333
1/2/2017,19:54,0.328,0.325
1/2/2017,20:00,0.315,0.295
1/2/2017,20:06,0.303,0.287
1/2/2017,20:12,0.29,0.277
1/2/2017,20:18,0.278,0.268
1/2/2017,20:24,0.266,0.253
1/2/2017,20:30,0.254,0.246
1/2/2017,20:36,0.242,0.223
1/2/2017,20:42,0.231,0.219
1/2/2017,20:48,0.219,0.207
1/2/2017,20:54,0.208,0.187
1/2/2017,21:00,0.196,0.171
1/2/2017,21:06,0.185,0.166
1/2/2017,21:12,0.174,0.147
1/2/2017,21:18,0.162,0.13
1/2/2017,21:24,0.151,0.127
1/2/2017,21:30,0.14,0.112
1/2/2017,21:36,0.129,0.106
1/2/2017,21:42,0.118,0.076
1/2/2017,21:48,0.107,0.059
1/2/2017,21:54,0.096,0.058
1/2/2017,22:00,0.086,0.051
1/2/2017,22:06,0.075,0.034
1/2/2017,22:12,0.065,0.01
1/2/2017,22:18,0.056,0.015
1/2/2017,22:24,0.046,0.016
1/2/2017,22:30,0.038,0.008
1/2/2017,22:36,0.029,-0.006
1/2/2017,22:42,0.022,-0.006
1/2/2017,22:48,0.015,-0.009
1/2/2017,22:54,0.009,-0.022
1/2/2017,23:00,0.003,-0.004
1/2/2017,23:06,-0.001,-0.001
1/2/2017,23:12,-0.005,-0.026
1/2/2017,23:18,-0.007,-0.009
1/2/2017,23:24,-0.009,0.002
1/2/2017,23:30,-0.009,-0.008
1/2/2017,23:36,-0.009,0.021
